e	gp_n	disp_x	disp_y
150	11	-1.700014567923013e-04	2.240045917343185e-04
150	12	-1.599146647054943e-04	2.319872344442091e-04
150	13	-1.628469074552329e-04	2.316274011317735e-04
150	14	-1.666645406980773e-04	2.311561028839533e-04
150	15	-1.695847467906580e-04	2.307925278145463e-04
151	0	-1.725148702002609e-04	2.081826389732096e-04
151	1	-1.754257442624347e-04	2.078358281601326e-04
151	2	-1.792168006931656e-04	2.073746364037748e-04
151	3	-1.821177888309638e-04	2.070133424391649e-04
151	4	-1.720988730532845e-04	2.149634561990874e-04
151	5	-1.750106549784270e-04	2.146097543865945e-04
151	6	-1.788031186878112e-04	2.141403744671490e-04
151	7	-1.817053561239515e-04	2.137734949900922e-04
151	8	-1.715555304287001e-04	2.238131556709841e-04
151	9	-1.744682290345330e-04	2.234509851532529e-04
151	10	-1.782622097373105e-04	2.229715990566520e-04
151	11	-1.811658460988306e-04	2.225979520179318e-04
151	12	-1.711390138231118e-04	2.305976519326386e-04
151	13	-1.740522165006748e-04	2.302293864834819e-04
151	14	-1.778471185519251e-04	2.297428396181698e-04
151	15	-1.807516513171361e-04	2.293643873710385e-04
152	0	-1.836622694847395e-04	2.068176874733496e-04
152	1	-1.865580658321285e-04	2.064440936540807e-04
152	2	-1.903324212449694e-04	2.059426802502532e-04
152	3	-1.932231196318178e-04	2.055464721252974e-04
152	4	-1.832505630381067e-04	2.135751310858556e-04
152	5	-1.861478371504200e-04	2.131970048430911e-04
152	6	-1.899243522966860e-04	2.126908881475601e-04
152	7	-1.928168891399289e-04	2.122921188007308e-04
152	8	-1.827118792811657e-04	2.223963324138929e-04
152	9	-1.856108523750764e-04	2.220128181996639e-04
152	10	-1.893898728738553e-04	2.215012492560135e-04
152	11	-1.922845488934169e-04	2.210996555798104e-04
152	12	-1.822982260224969e-04	2.291604725606039e-04
152	13	-1.851983292154239e-04	2.287731971999569e-04
152	14	-1.889790353084359e-04	2.282579146098397e-04
152	15	-1.918751540403256e-04	2.278544994424870e-04
153	0	-6.982292735800133e-07	2.638684240277833e-04
153	1	-3.323398251998836e-06	2.637999887624260e-04
153	2	-6.763999738682557e-06	2.635944763057148e-04
153	3	-9.417141195792095e-06	2.633507753299172e-04
153	4	-7.013189127569982e-07	2.702095546006599e-04
153	5	-3.338374466930953e-06	2.701461858258354e-04
153	6	-6.794358108858679e-06	2.699560261217924e-04
153	7	-9.458386562667533e-06	2.697294445983171e-04
153	8	-7.060559826571010e-07	2.785102182955340e-04
153	9	-3.358648948415274e-06	2.784568010467568e-04
153	10	-6.829798215421387e-06	2.782871792718711e-04
153	11	-9.501747505423038e-06	2.780815915789906e-04
153	12	-7.094892839329957e-07	2.849019773527246e-04
153	13	-3.372875789656717e-06	2.848556212239653e-04
153	14	-6.853567426849482e-06	2.846997046159547e-04
153	15	-9.529770396998130e-06	2.845081704349340e-04
154	0	-1.083800570544168e-05	2.631912455846467e-04
154	1	-1.351873600110129e-05	2.628385492315724e-04
154	2	-1.704604915764921e-05	2.622806626957747e-04
154	3	-1.977346076595442e-05	2.617843774058761e-04
154	4	-1.088448851897498e-05	2.695805279355075e-04
154	5	-1.357366105744436e-05	2.692501848347067e-04
154	6	-1.710873329246841e-05	2.687261694680024e-04
154	7	-1.983911968405192e-05	2.682593948461801e-04
154	8	-1.093082516287674e-05	2.779455612510129e-04
154	9	-1.362364772254136e-05	2.776423430454419e-04
154	10	-1.716121325388628e-05	2.771590222302435e-04
154	11	-1.989314194009535e-05	2.767270843245926e-04
154	12	-1.096016012422428e-05	2.843809179852521e-04
154	13	-1.365408438485676e-05	2.840964775715920e-04
154	14	-1.719183582943316e-05	2.836415748925394e-04
154	15	-1.992421968541235e-05	2.832338755110266e-04
155	0	-2.123574821594741e-05	2.614974451641754e-04
155	1	-2.399768574109973e-05	2.609203705110392e-04
155	2	-2.764125069581721e-05	2.601000486594627e-04
155	3	-3.046881251937496e-05	2.594271735761767e-04
155	4	-2.130179568258874e-05	2.679894275317540e-04
155	5	-2.406216324833241e-05	2.674462246976782e-04
155	6	-2.769946257818548e-05	2.666729045381968e-04
155	7	-3.051925714660148e-05	2.660371378740103e-04
155	8	-2.135691664037633e-05	2.764768465637368e-04
155	9	-2.411958049284259e-05	2.759726202511804e-04
155	10	-2.775758406582835e-05	2.752534379550751e-04
155	11	-3.057367400070164e-05	2.746611920633828e-04
155	12	-2.138872629061982e-05	2.829972606217910e-04
155	13	-2.415344966268759e-05	2.825197487334607e-04
155	14	-2.779307253727034e-05	2.818375236402195e-04
155	15	-3.060740250403980e-05	2.812750791753105e-04
156	0	-3.198931860506290e-05	2.590552386926186e-04
156	1	-3.486824157062795e-05	2.583363646853819e-04
156	2	-3.867021821559916e-05	2.573670465768985e-04
156	3	-4.161513645139509e-05	2.566087121906635e-04
156	4	-3.203465463857225e-05	2.656850383301501e-04
156	5	-3.490232854999266e-05	2.650030476414502e-04
156	6	-3.868675303431951e-05	2.640804040643075e-04
156	7	-4.161636033320659e-05	2.633560354126960e-04
156	8	-3.208484703380701e-05	2.743328511883180e-04
156	9	-3.494026800665622e-05	2.736959420786246e-04
156	10	-3.870251214845040e-05	2.728311772583801e-04
156	11	-4.161245531234935e-05	2.721487271051493e-04
156	12	-3.211591914474525e-05	2.809630986319659e-04
156	13	-3.496299436234275e-05	2.803574301182876e-04
156	14	-3.870956769884863e-05	2.795330733061837e-04
156	15	-4.160548290063266e-05	2.788800538132156e-04
157	0	-4.319418898018933e-05	2.562017521579699e-04
157	1	-4.617398031224827e-05	2.554358733492757e-04
157	2	-5.009273255530053e-05	2.544362720938805e-04
157	3	-5.311838907834546e-05	2.536734034806060e-04
157	4	-4.318669984657649e-05	2.629663243860137e-04
157	5	-4.614924811130039e-05	2.622310309985775e-04
157	6	-5.004400631447428e-05	2.612678045807149e-04
157	7	-5.305035246366591e-05	2.605300842289847e-04
157	8	-4.317199887043948e-05	2.717799710423469e-04
157	9	-4.611408821519915e-05	2.710811534529834e-04
157	10	-4.998118297911848e-05	2.701607438763311e-04
157	11	-5.296504620261524e-05	2.694529239540705e-04
157	12	-4.315733227737262e-05	2.785260537121262e-04
157	13	-4.608488147740131e-05	2.778529987706056e-04
157	14	-4.993233251205202e-05	2.769630119253862e-04
157	15	-5.290018506542345e-05	2.762766052487358e-04
158	0	-5.473814147393359e-05	2.532691018470277e-04
158	1	-5.779007251986815e-05	2.525164304296685e-04
158	2	-6.179234785756585e-05	2.515501401973221e-04
158	3	-6.487181059224958e-05	2.508251294630389e-04
158	4	-5.465955754324295e-05	2.601382084559671e-04
158	5	-5.769137404344802e-05	2.594069957986555e-04
158	6	-6.166721658696122e-05	2.584649668458497e-04
158	7	-6.472667263392952e-05	2.577556056856260e-04
158	8	-5.456165648173166e-05	2.690761710857344e-04
158	9	-5.756879045523625e-05	2.683718323977580e-04
158	10	-6.151141231068253e-05	2.674611767452577e-04
158	11	-6.454556714022865e-05	2.667723623153056e-04
158	12	-5.448779384230268e-05	2.759107507690433e-04
158	13	-5.747721292070255e-05	2.752259075345891e-04
158	14	-6.139583880363285e-05	2.743382484503730e-04
158	15	-6.441158813114671e-05	2.736646765481137e-04
159	0	-6.651599293427780e-05	2.504453644044113e-04
159	1	-6.960576609732652e-05	2.497460795793220e-04
159	2	-7.364385712827511e-05	2.488601790099638e-04
159	3	-7.674231958560828e-05	2.482017071184615e-04
159	4	-6.636040283886434e-05	2.573831124486064e-04
159	5	-6.943106067433488e-05	2.566955195508900e-04
159	6	-7.344520767693530e-05	2.558213508797335e-04
159	7	-7.652609564147691e-05	2.551694500793795e-04
159	8	-6.616615428132325e-05	2.664093772479067e-04
159	9	-6.921296550250992e-05	2.657369148349689e-04
159	10	-7.319734098882058e-05	2.648778775810098e-04
159	11	-7.625619749694987e-05	2.642346852411164e-04
159	12	-6.602256168411153e-05	2.733088157660261e-04
159	13	-6.905183016760465e-05	2.726478286865806e-04
159	14	-7.301413543870537e-05	2.718005297838000e-04
159	15	-7.605655653876369e-05	2.711642923235488e-04
160	0	-7.839421696062501e-05	2.478581490343159e-04
160	1	-8.149441359746513e-05	2.472273399842066e-04
160	2	-8.553805739045855e-05	2.464316748590304e-04
160	3	-8.863450681723466e-05	2.458429384417151e-04
160	4	-7.816890742385830e-05	2.548286203618056e-04
160	5	-8.125261139882390e-05	2.542015846452118e-04
160	6	-8.527594857067493e-05	2.534083508444142e-04
160	7	-8.835787075081568e-05	2.528197002343016e-04
160	8	-7.788747536475011e-05	2.638976666045478e-04
160	9	-8.094994453605733e-05	2.632763734224331e-04
160	10	-8.494673320829238e-05	2.624878036187204e-04
160	11	-8.800951604805305e-05	2.619004965133571e-04
160	12	-7.767920233069820e-05	2.708303878813597e-04
160	13	-8.072573152479637e-05	2.702139252653622e-04
160	14	-8.470248170946838e-05	2.694296160267894e-04
160	15	-8.775071599741524e-05	2.688439568027378e-04
161	0	-9.028308183286376e-05	2.455367104326825e-04
161	1	-9.337310349814263e-05	2.449759397828438e-04
161	2	-9.739707766996442e-05	2.442703336467866e-04
161	3	-1.004747536499567e-04	2.437484416093853e-04
161	4	-8.999910395475003e-05	2.525129283081571e-04
161	5	-9.307610601098047e-05	2.519501201623636e-04
161	6	-9.708449006513404e-05	2.512401060737742e-04
161	7	-1.001512069165082e-04	2.507137140766606e-04
161	8	-8.964107488780626e-05	2.615936315418917e-04
161	9	-9.270094288117456e-05	2.610292133476016e-04
161	10	-9.668876792668804e-05	2.603147129294830e-04
161	11	-9.974091737117844e-05	2.597834415659894e-04
161	12	-8.937487753528195e-05	2.685373814415270e-04
161	13	-9.242156197056946e-05	2.679724569241772e-04
161	14	-9.639343327162791e-05	2.672555327694988e-04
161	15	-9.943420001277235e-05	2.667213193587619e-04
162	0	-1.021123770352647e-04	2.434767100933400e-04
162	1	-1.051804137332078e-04	2.429783001247433e-04
162	2	-1.091730598701776e-04	2.423495572066056e-04
162	3	-1.122248410267086e-04	2.418832749514033e-04
162	4	-1.017833165590279e-04	2.504392534831952e-04
162	5	-1.048415951465999e-04	2.499351819268138e-04
162	6	-1.088226475530003e-04	2.492981018367823e-04
162	7	-1.118664007511610e-04	2.488247982041014e-04
162	8	-1.013656295181584e-04	2.595059871642610e-04
162	9	-1.044106795029508e-04	2.589956699918745e-04
162	10	-1.083758137290114e-04	2.583492654346525e-04
162	11	-1.114084509765635e-04	2.578679609371758e-04
162	12	-1.010531123824511e-04	2.664419934517094e-04
162	13	-1.040877604281182e-04	2.659276728284619e-04
162	14	-1.080403105606924e-04	2.652751275604120e-04
162	15	-1.110640995463237e-04	2.647884535170215e-04
163	0	-1.138480416541291e-04	2.416400517252378e-04
163	1	-1.168880123997621e-04	2.411929914608035e-04
163	2	-1.208426496371441e-04	2.406267335671337e-04
163	3	-1.238647486883252e-04	2.402046114664203e-04
163	4	-1.134856229139632e-04	2.485776390132959e-04
163	5	-1.165186687075543e-04	2.481228809511556e-04
163	6	-1.204652521219819e-04	2.475460895273599e-04
163	7	-1.234818592752983e-04	2.471156273381855e-04
163	8	-1.130221504785785e-04	2.576162499036138e-04
163	9	-1.160455696901162e-04	2.571524680521483e-04
163	10	-1.199809064068915e-04	2.565631599627651e-04
163	11	-1.229897810435775e-04	2.561227170238353e-04
163	12	-1.126733780168542e-04	2.645336584297920e-04
163	13	-1.156890441733601e-04	2.640637149742947e-04
163	14	-1.196152464764500e-04	2.634657779200866e-04
163	15	-1.226177961188609e-04	2.630183990964944e-04
164	0	-1.254720922617742e-04	2.399835168980375e-04
164	1	-1.284823810185935e-04	2.395753164811635e-04
164	2	-1.323985106752509e-04	2.390547082371586e-04
164	3	-1.353913263726398e-04	2.386638624478508e-04
164	4	-1.250864959714697e-04	2.468900267415499e-04
164	5	-1.280920922174630e-04	2.464732949221708e-04
164	6	-1.320028257782352e-04	2.459414595364390e-04
164	7	-1.349920334736288e-04	2.455419816804984e-04
164	8	-1.245905756117149e-04	2.558917154016487e-04
164	9	-1.275894513628341e-04	2.554647504700351e-04
164	10	-1.314923614616545e-04	2.549194154423196e-04
164	11	-1.344762847309951e-04	2.545095153805728e-04
164	12	-1.242154367220997e-04	2.627836263475936e-04
164	13	-1.272087784672365e-04	2.623494862020719e-04
164	14	-1.311052093409616e-04	2.617946356786455e-04
164	15	-1.340847236029764e-04	2.613773592905966e-04
165	0	-1.369831657813646e-04	2.384581678653821e-04
165	1	-1.399646119386345e-04	2.380765196972212e-04
165	2	-1.438437998258579e-04	2.375859180810331e-04
165	3	-1.468090074734989e-04	2.372144842514140e-04
165	4	-1.365821284264905e-04	2.453316916025508e-04
165	5	-1.395606183464862e-04	2.449414535981724e-04
165	6	-1.434365278662111e-04	2.444397681874676e-04
165	7	-1.463996273556456e-04	2.440599853678614e-04
165	8	-1.360638119995651e-04	2.542936562385555e-04
165	9	-1.390379311664830e-04	2.538929706959453e-04
165	10	-1.429089481975003e-04	2.533777524682984e-04
165	11	-1.458688579234437e-04	2.529877559959714e-04
165	12	-1.356700952612453e-04	2.611575503946494e-04
165	13	-1.386405199174946e-04	2.607494422815493e-04
165	14	-1.425073574322624e-04	2.602245870274603e-04
165	15	-1.454645129273445e-04	2.598273020782702e-04
166	0	-1.483864381336993e-04	2.370178535318528e-04
166	1	-1.513414708648334e-04	2.366508249922391e-04
166	2	-1.551874642960661e-04	2.361747133177735e-04
166	3	-1.581282385245412e-04	2.358109627620223e-04
166	4	-1.479760661336952e-04	2.438589728377704e-04
166	5	-1.509294701416128e-04	2.434838702122090e-04
166	6	-1.547737751393818e-04	2.429975537292626e-04
166	7	-1.577135726075667e-04	2.426262686304407e-04
166	8	-1.474437769589648e-04	2.527813819417088e-04
166	9	-1.503946472291071e-04	2.523964022281126e-04
166	10	-1.542362505832809e-04	2.518976031605107e-04
166	11	-1.571744231884768e-04	2.515170992908036e-04
166	12	-1.470381107006034e-04	2.596170972526378e-04
166	13	-1.499867618131733e-04	2.592250530717974e-04
166	14	-1.538259624006583e-04	2.587173166096812e-04
166	15	-1.567626553127040e-04	2.583302095257345e-04
167	0	-1.596930172288252e-04	2.356172410370825e-04
167	1	-1.626250375679899e-04	2.352534741667993e-04
167	2	-1.664425569070377e-04	2.347773273943257e-04
167	3	-1.693628039837793e-04	2.344102778747473e-04
167	4	-1.592779380014426e-04	2.424286438581199e-04
167	5	-1.622093748214938e-04	2.420577850984171e-04
167	6	-1.660264888524861e-04	2.415728976696656e-04
167	7	-1.689466796424265e-04	2.411995923937202e-04
167	8	-1.587380754068080e-04	2.513146971226288e-04
167	9	-1.616684483085175e-04	2.509351554482966e-04
167	10	-1.654846781018387e-04	2.504395711080851e-04
167	11	-1.684045466326883e-04	2.500586222344581e-04
167	12	-1.583256424779112e-04	2.581243858566805e-04
167	13	-1.612549889139603e-04	2.577386280370846e-04
167	14	-1.650702866995370e-04	2.572353922683840e-04
167	15	-1.679897286105862e-04	2.568489827623302e-04
168	0	-1.709171362500602e-04	2.342136435220103e-04
168	1	-1.738305392599091e-04	2.338422690363056e-04
168	2	-1.776258477779540e-04	2.333520831274500e-04
168	3	-1.805307963505616e-04	2.329712003510287e-04
168	4	-1.705010664477188e-04	2.409997970221863e-04
168	5	-1.734147221835975e-04	2.406228453067545e-04
168	6	-1.772106398912913e-04	2.401261540150269e-04
168	7	-1.801162557231005e-04	2.397409444654323e-04
168	8	-1.699588783644949e-04	2.498549718164999e-04
168	9	-1.728726363019791e-04	2.494712347828757e-04
168	10	-1.766690661623947e-04	2.489666630557149e-04
168	11	-1.795753431614869e-04	2.485762414914295e-04
168	12	-1.695439275499589e-04	2.566425813204631e-04
168	13	-1.724576020901306e-04	2.562540091313156e-04
168	14	-1.762542244877070e-04	2.557438387947650e-04
168	15	-1.791608587434476e-04	2.553497312427044e-04
169	0	-1.820776274848418e-04	2.327661292310803e-04
169	1	-1.849782729969709e-04	2.323769696792244e-04
169	2	-1.887597956885181e-04	2.318598549643287e-04
169	3	-1.916566141151212e-04	2.314555745470777e-04
169	4	-1.816635092165210e-04	2.395338220716662e-04
169	5	-1.845650626066895e-04	2.391413365095569e-04
169	6	-1.883479678052782e-04	2.386210325934106e-04
169	7	-1.912459722915844e-04	2.382153004863088e-04
169	8	-1.811230375491452e-04	2.483666602976327e-04
169	9	-1.840255678179701e-04	2.479702155762621e-04
169	10	-1.878099923430382e-04	2.474461867109170e-04
169	11	-1.907093053837205e-04	2.470388437075870e-04
169	12	-1.807088113189989e-04	2.551384188570592e-04
169	13	-1.836119380700069e-04	2.547392036000763e-04
169	14	-1.873973175410189e-04	2.542126077146891e-04
169	15	-1.902974594206149e-04	2.538041987696593e-04
170	0	-7.110267054508738e-07	2.883213813663658e-04
170	1	-3.379427717146512e-06	2.882776480994846e-04
170	2	-6.864971422684916e-06	2.881275862074430e-04
170	3	-9.543699275739533e-06	2.879425172841324e-04
170	4	-7.132455912653321e-07	2.947629133487725e-04
170	5	-3.389488753311070e-06	2.947216341542000e-04
170	6	-6.883951169932769e-06	2.945797044357615e-04
170	7	-9.568349947175857e-06	2.944048449566315e-04
170	8	-7.151344933932642e-07	3.032078370713863e-04
170	9	-3.398986563230846e-06	3.031669333729312e-04
170	10	-6.903967240100057e-06	3.030320966165121e-04
170	11	-9.596246505412151e-06	3.028678923849829e-04
170	12	-7.160876059541160e-07	3.097037094657640e-04
170	13	-3.404177407859121e-06	3.096627659036549e-04
170	14	-6.915671365429905e-06	3.095325630927112e-04
170	15	-9.613121256847163e-06	3.093754866613457e-04
171	0	-1.097504292917027e-05	2.878194446407781e-04
171	1	-1.367014100890244e-05	2.875441634005245e-04
171	2	-1.720862020358280e-05	2.871033949968608e-04
171	3	-1.994130949807225e-05	2.867078446256487e-04
171	4	-1.100225478755113e-05	2.942886803049134e-04
171	5	-1.370123070672441e-05	2.940289748639719e-04
171	6	-1.724284683421474e-05	2.936128240538145e-04
171	7	-1.997637664179097e-05	2.932386853342546e-04
171	8	-1.103409283851288e-05	3.027593011118984e-04
171	9	-1.373956578070818e-05	3.025171605449521e-04
171	10	-1.728678475619704e-05	3.021294472217904e-04
171	11	-2.002141232221681e-05	3.017803818531936e-04
171	12	-1.105361041412568e-05	3.092719553476857e-04
171	13	-1.376346866219656e-05	3.090415311531976e-04
171	14	-1.731433726091155e-05	3.086728431140937e-04
171	15	-2.004932731333038e-05	3.083406683465130e-04
172	0	-2.140599750344444e-05	2.864780619933648e-04
172	1	-2.417101304699442e-05	2.860139198048234e-04
172	2	-2.781015908765720e-05	2.853500749613911e-04
172	3	-3.062277589796820e-05	2.848023124163404e-04
172	4	-2.144093069078205e-05	2.930209876506327e-04
172	5	-2.420454324911089e-05	2.925804941960364e-04
172	6	-2.783943876376169e-05	2.919489514172136e-04
172	7	-3.064679883281309e-05	2.914266494888568e-04
172	8	-2.148512117951815e-05	3.015769180354842e-04
172	9	-2.424449709671144e-05	3.011643446881006e-04
172	10	-2.786990494414149e-05	3.005707966097972e-04
172	11	-3.066808179428365e-05	3.000780977286697e-04
172	12	-2.151211325054111e-05	3.081468545174318e-04
172	13	-2.426770205460946e-05	3.077533241395259e-04
172	14	-2.788524059784589e-05	3.071858361491718e-04
172	15	-3.067614180647571e-05	3.067134888674380e-04
173	0	-3.212969493393148e-05	2.844983282852827e-04
173	1	-3.497244819504779e-05	2.839078403645419e-04
173	2	-3.871137437531408e-05	2.831031246317758e-04
173	3	-4.160042509344583e-05	2.824645749374546e-04
173	4	-3.215016501831268e-05	2.911363590280308e-04
173	5	-3.498485794458143e-05	2.905716051911691e-04
173	6	-3.871076617656097e-05	2.898001258725435e-04
173	7	-4.158813198106678e-05	2.891864210053775e-04
173	8	-3.216621432763512e-05	2.998035370492435e-04
173	9	-3.499057376013938e-05	2.992680499582995e-04
173	10	-3.870130154609113e-05	2.985343416697912e-04
173	11	-4.156509818190134e-05	2.979493441706427e-04
173	12	-3.217025652569946e-05	3.064497410634507e-04
173	13	-3.498691955882825e-05	3.059343717331285e-04
173	14	-3.868666130603021e-05	3.052266967303998e-04
173	15	-4.154073288186631e-05	3.046616037241108e-04
174	0	-4.314842231205709e-05	2.821179410571920e-04
174	1	-4.606850005998050e-05	2.814579684746745e-04
174	2	-4.990566437663965e-05	2.805836955695224e-04
174	3	-5.286515961169886e-05	2.799083857899531e-04
174	4	-4.312936113016910e-05	2.888526920628936e-04
174	5	-4.603584873252399e-05	2.882161453245823e-04
174	6	-4.985385188510231e-05	2.873705888179759e-04
174	7	-5.279784767406649e-05	2.867156076574884e-04
174	8	-4.309822163117165e-05	2.976308484245671e-04
174	9	-4.598789424616464e-05	2.970225778838664e-04
174	10	-4.978166720150065e-05	2.962124117634037e-04
174	11	-5.270611156203686e-05	2.955825969705608e-04
174	12	-4.306803731236118e-05	3.043537314611163e-04
174	13	-4.594559344169845e-05	3.037652997379991e-04
174	14	-4.972183768001419e-05	3.029801494052804e-04
174	15	-5.263209897114410e-05	3.023682296909816e-04
175	0	-5.444812936681445e-05	2.795481365080369e-04
175	1	-5.742853584719651e-05	2.788732195943013e-04
175	2	-6.133504191469572e-05	2.779971928293588e-04
175	3	-6.434144396020988e-05	2.773313829676578e-04
175	4	-5.437235491544809e-05	2.863655159623957e-04
175	5	-5.733660376587053e-05	2.857083307729280e-04
175	6	-6.122162039099448e-05	2.848528575200361e-04
175	7	-6.421135957529281e-05	2.842008474853548e-04
175	8	-5.427008611284764e-05	2.952449796075942e-04
175	9	-5.721451655250948e-05	2.946093243784416e-04
175	10	-6.107340962036365e-05	2.937786246787825e-04
175	11	-6.404277172972946e-05	2.931433970130943e-04
175	12	-5.418842187304842e-05	3.020395113485702e-04
175	13	-5.711843479929699e-05	3.014192651732935e-04
175	14	-6.095827851208484e-05	3.006064054790332e-04
175	15	-6.391274262677895e-05	2.999833599741694e-04
176	0	-6.594748167476103e-05	2.769792070021907e-04
176	1	-6.896763060399059e-05	2.763242839658487e-04
176	2	-7.291832625793440e-05	2.754833726667140e-04
176	3	-7.595207709976481e-05	2.748509935695854e-04
176	4	-6.580848623117784e-05	2.838553408588601e-04
176	5	-6.881193428435727e-05	2.832116619129390e-04
176	6	-7.274109411601866e-05	2.823829607541147e-04
176	7	-7.575872483580593e-05	2.817580837732436e-04
176	8	-6.562886909335645e-05	2.928061534478172e-04
176	9	-6.861137138529906e-05	2.921767390896663e-04
176	10	-7.251318554006568e-05	2.913639989103325e-04
176	11	-7.551026974473543e-05	2.907491268267800e-04
176	12	-6.549076132032126e-05	2.996521531648065e-04
176	13	-6.845789017101029e-05	2.990332343116131e-04
176	14	-7.233956179615906e-05	2.982323802680969e-04
176	15	-7.532144545060924e-05	2.976250737634357e-04
177	0	-7.757018536338459e-05	2.745188171420677e-04
177	1	-8.060837447639377e-05	2.739050207959222e-04
177	2	-8.457466131335539e-05	2.731230872138359e-04
177	3	-8.761526449542345e-05	2.725384270324356e-04
177	4	-7.736843710749275e-05	2.814292565674322e-04
177	5	-8.039128827970288e-05	2.808205757351300e-04
177	6	-8.433839805547048e-05	2.800431996588533e-04
177	7	-8.736495594328013e-05	2.794605691346685e-04
177	8	-7.710930713688409e-05	2.904247827783069e-04
177	9	-8.011272654056016e-05	2.898229521335013e-04
177	10	-8.403555883108513e-05	2.890517956946846e-04
177	11	-8.704423949618985e-05	2.884721629710583e-04
177	12	-7.691255773816055e-05	2.973041665195989e-04
177	13	-7.990149800296838e-05	2.967076827083014e-04
177	14	-8.380615099938398e-05	2.959415767849192e-04
177	15	-8.680138948748313e-05	2.953645535259262e-04
178	0	-8.923551755176502e-05	2.722321001892364e-04
178	1	-9.227517699326669e-05	2.716671406414676e-04
178	2	-9.623846852321157e-05	2.709492977238181e-04
178	3	-9.927308909704220e-05	2.704138101899445e-04
178	4	-8.897795967756600e-05	2.791548534366919e-04
178	5	-9.200447253984443e-05	2.785902228690918e-04
178	6	-9.595155756544289e-05	2.778713130723692e-04
178	7	-9.897452681913394e-05	2.773339572036148e-04
178	8	-8.864794707541097e-05	2.881675125614115e-04
178	9	-9.165746083324374e-05	2.876039690435105e-04
178	10	-9.558339660177002e-05	2.868847211335446e-04
178	11	-9.859108712037021e-05	2.863457866216911e-04
178	12	-8.839809161760547e-05	2.950609113453012e-04
178	13	-9.139476852460114e-05	2.944986009888944e-04
178	14	-9.530467571462551e-05	2.937796895466799e-04
178	15	-9.830073602710174e-05	2.932400537225818e-04
179	0	-1.008888726497270e-04	2.701336333354290e-04
179	1	-1.039179199904292e-04	2.696174293149492e-04
179	2	-1.078636953731406e-04	2.689619125138988e-04
179	3	-1.108827019924719e-04	2.684726091749547e-04
179	4	-1.005843877452262e-04	2.770524416151894e-04
179	5	-1.036028606653903e-04	2.765331378045484e-04
179	6	-1.075358560571601e-04	2.758725627559012e-04
179	7	-1.105458090782741e-04	2.753787296447487e-04
179	8	-1.001931784889916e-04	2.860629706325742e-04
179	9	-1.031977855754743e-04	2.855404231323939e-04
179	10	-1.071139973325199e-04	2.848742635440540e-04
179	11	-1.101120040527016e-04	2.843753147333286e-04
179	12	-9.989689267478719e-05	2.929565292173330e-04
179	13	-1.028908703167647e-04	2.924320636973586e-04
179	14	-1.067941528921166e-04	2.917624026934998e-04
179	15	-1.097829192830567e-04	2.912601443848898e-04
180	0	-1.124895777879823e-04	2.682163011521057e-04
180	1	-1.155010033370319e-04	2.677433333819742e-04
180	2	-1.194221714588245e-04	2.671411468128593e-04
180	3	-1.224212204194132e-04	2.666903317549403e-04
180	4	-1.121481116073995e-04	2.751198139192918e-04
180	5	-1.151514142726448e-04	2.746416380988016e-04
180	6	-1.190628691163099e-04	2.740321153798093e-04
180	7	-1.220551380834866e-04	2.735753304025561e-04
180	8	-1.117082400157873e-04	2.841134375411173e-04
180	9	-1.147007038737107e-04	2.836293279304426e-04
180	10	-1.185991042207382e-04	2.830113857638529e-04
180	11	-1.215822175614421e-04	2.825476819101373e-04
180	12	-1.113744529349585e-04	2.909963240081593e-04
180	13	-1.143584996171724e-04	2.905082773188292e-04
180	14	-1.182467291399996e-04	2.898846754529448e-04
180	15	-1.212226813466823e-04	2.894162743944728e-04
181	0	-1.240171148860669e-04	2.664536805149398e-04
181	1	-1.270073945990412e-04	2.660159472092639e-04
181	2	-1.309002369747034e-04	2.654563056327191e-04
181	3	-1.338772997604128e-04	2.650353054544774e-04
181	4	-1.236476508994990e-04	2.733353952762388e-04
181	5	-1.266320061303689e-04	2.728913422433603e-04
181	6	-1.305179024334089e-04	2.723232233228279e-04
181	7	-1.334902039725936e-04	2.718956168468269e-04
181	8	-1.231701574446679e-04	2.823039109612308e-04
181	9	-1.261464948254665e-04	2.818524215175376e-04
181	10	-1.300229674241384e-04	2.812742501806502e-04
181	11	-1.329887803283627e-04	2.808387764437703e-04
181	12	-1.228070334968699e-04	2.891698856022905e-04
181	13	-1.257770602446608e-04	2.887132984702431e-04
181	14	-1.296460822184685e-04	2.881281971123105e-04
181	15	-1.326067447349972e-04	2.876872738140473e-04
182	0	-1.354614670786138e-04	2.648135020882009e-04
182	1	-1.384298157399951e-04	2.644016464966319e-04
182	2	-1.422942864548860e-04	2.638719232224640e-04
182	3	-1.452498728514093e-04	2.634709511889608e-04
182	4	-1.350720218208388e-04	2.716702752387231e-04
182	5	-1.380362990596581e-04	2.712517748834050e-04
182	6	-1.418960956214754e-04	2.707134177333226e-04
182	7	-1.448485672980932e-04	2.703058964631670e-04
182	8	-1.345673821141087e-04	2.806092166695502e-04
182	9	-1.375260583915424e-04	2.801827905102112e-04
182	10	-1.413793797689170e-04	2.796341199428504e-04
182	11	-1.443275102070549e-04	2.792187574002367e-04
182	12	-1.341827882704403e-04	2.874547839418438e-04
182	13	-1.371370002798908e-04	2.870228385743763e-04
182	14	-1.409851417360881e-04	2.864669641094233e-04
182	15	-1.439297830198555e-04	2.860461116105351e-04
