e	頂点番号	xx	yy	xy	zz
123	2	-1.986881557985180e-05	4.449939200018086e-05	-5.956118387474878e-06	0.000000000000000e+00
123	3	-2.046591205259675e-05	4.537860177639969e-05	-4.959567768383677e-06	0.000000000000000e+00
124	0	-2.118494149262989e-05	4.614416436478697e-05	-5.157244918870498e-06	0.000000000000000e+00
124	1	-2.130026007604119e-05	4.654371969221730e-05	-3.386822135529910e-06	0.000000000000000e+00
124	2	-2.046591205259675e-05	4.537860177639969e-05	-4.959567768383677e-06	0.000000000000000e+00
124	3	-2.069776700144019e-05	4.587726704759865e-05	-3.671350682916963e-06	0.000000000000000e+00
125	0	-2.130026007604118e-05	4.654371969221731e-05	-3.386822135529950e-06	0.000000000000000e+00
125	1	-2.110299360338906e-05	4.655902912849391e-05	-1.888113032743846e-06	0.000000000000000e+00
125	2	-2.069776700144018e-05	4.587726704759860e-05	-3.671350682916983e-06	0.000000000000000e+00
125	3	-2.069565823305233e-05	4.603112568592680e-05	-2.472714271446110e-06	0.000000000000000e+00
126	0	-2.110299360338907e-05	4.655902912849391e-05	-1.888113032743843e-06	0.000000000000000e+00
126	1	-2.079001612512477e-05	4.633732449165722e-05	-8.085874896377548e-07	0.000000000000000e+00
126	2	-2.069565823305232e-05	4.603112568592681e-05	-2.472714271446124e-06	0.000000000000000e+00
126	3	-2.052913127659254e-05	4.597143720923648e-05	-1.458168318259912e-06	0.000000000000000e+00
127	0	-2.079001612512477e-05	4.633732449165722e-05	-8.085874896377548e-07	0.000000000000000e+00
127	1	-2.043426828403063e-05	4.601937039293047e-05	-6.002231804197908e-08	0.000000000000000e+00
127	2	-2.052913127659254e-05	4.597143720923648e-05	-1.458168318259912e-06	0.000000000000000e+00
127	3	-2.029389797466403e-05	4.577558946490502e-05	-6.910889507032355e-07	0.000000000000000e+00
128	0	-2.043426828403063e-05	4.601937039293047e-05	-6.002231804197908e-08	0.000000000000000e+00
128	1	-2.009991529394103e-05	4.566520985127771e-05	4.118447142821545e-07	0.000000000000000e+00
128	2	-2.029389797466403e-05	4.577558946490502e-05	-6.910889507032355e-07	0.000000000000000e+00
128	3	-2.003143429137170e-05	4.551791545812207e-05	-1.340582784548014e-07	0.000000000000000e+00
129	0	-2.009991529394103e-05	4.566520985127771e-05	4.118447142821545e-07	0.000000000000000e+00
129	1	-1.979882004190958e-05	4.531757012420899e-05	6.944756653439293e-07	0.000000000000000e+00
129	2	-2.003143429137170e-05	4.551791545812207e-05	-1.340582784548014e-07	0.000000000000000e+00
129	3	-1.977805658190397e-05	4.523565869839796e-05	2.384777661468386e-07	0.000000000000000e+00
130	0	-1.979882004190958e-05	4.531757012420899e-05	6.944756653439293e-07	0.000000000000000e+00
130	1	-1.954073571702153e-05	4.498948927890651e-05	8.328963707612279e-07	0.000000000000000e+00
130	2	-1.977805658190397e-05	4.523565869839796e-05	2.384777661468386e-07	0.000000000000000e+00
130	3	-1.954402919562325e-05	4.495557377548531e-05	4.675464114058551e-07	0.000000000000000e+00
131	0	-1.954073571702154e-05	4.498948927890649e-05	8.328963707612483e-07	0.000000000000000e+00
131	1	-1.931997522151570e-05	4.468861927631666e-05	8.646991636332732e-07	0.000000000000000e+00
131	2	-1.954402919562327e-05	4.495557377548529e-05	4.675464114058483e-07	0.000000000000000e+00
131	3	-1.933767399774265e-05	4.469027271730930e-05	5.755828283896936e-07	0.000000000000000e+00
132	0	-1.931997522151571e-05	4.468861927631666e-05	8.646991636332799e-07	0.000000000000000e+00
132	1	-1.913424629706595e-05	4.441663416488542e-05	8.026723300780754e-07	0.000000000000000e+00
132	2	-1.933767399774267e-05	4.469027271730930e-05	5.755828283897038e-07	0.000000000000000e+00
132	3	-1.915974919551290e-05	4.444924356105497e-05	5.804401956053505e-07	0.000000000000000e+00
133	0	-1.913424629706595e-05	4.441663416488542e-05	8.026723300780754e-07	0.000000000000000e+00
133	1	-1.898018169650745e-05	4.417713871810486e-05	6.486957263707380e-07	0.000000000000000e+00
133	2	-1.915974919551290e-05	4.444924356105497e-05	5.804401956053505e-07	0.000000000000000e+00
133	3	-1.901362399844050e-05	4.424080335680825e-05	4.874814386216322e-07	0.000000000000000e+00
134	0	-1.898018169650745e-05	4.417713871810486e-05	6.486957263707380e-07	0.000000000000000e+00
134	1	-1.886100120440053e-05	4.397826069162845e-05	3.894307206198651e-07	0.000000000000000e+00
134	2	-1.901362399844050e-05	4.424080335680825e-05	4.874814386216322e-07	0.000000000000000e+00
134	3	-1.890529486786498e-05	4.407769334445561e-05	2.961504150570121e-07	0.000000000000000e+00
135	0	-1.886100120440053e-05	4.397826069162845e-05	3.894307206198651e-07	0.000000000000000e+00
135	1	-1.878745155855889e-05	4.383798230217333e-05	1.817413459580686e-10	0.000000000000000e+00
135	2	-1.890529486786498e-05	4.407769334445561e-05	2.961504150570121e-07	0.000000000000000e+00
135	3	-1.884883560193161e-05	4.398140187062416e-05	1.419245464694911e-10	0.000000000000000e+00
136	0	-1.674262557212486e-05	3.995530967525039e-05	9.739750920961300e-08	0.000000000000000e+00
136	1	-1.691988403107796e-05	4.042639443222429e-05	-3.121786978414177e-06	0.000000000000000e+00
136	2	-1.707523970274210e-05	4.131844893116361e-05	-4.156566833185917e-08	0.000000000000000e+00
136	3	-1.736918905875016e-05	4.155834329066544e-05	-2.330171630502528e-06	0.000000000000000e+00
137	0	-1.691988403107796e-05	4.042639443222422e-05	-3.121786978414157e-06	0.000000000000000e+00
137	1	-1.792836314093705e-05	4.176114339991358e-05	-5.192704540731935e-06	0.000000000000000e+00
137	2	-1.736918905875016e-05	4.155834329066551e-05	-2.330171630502473e-06	0.000000000000000e+00
137	3	-1.790181615212075e-05	4.224304400277374e-05	-4.157838717905854e-06	0.000000000000000e+00
138	0	-1.792836314093704e-05	4.176114339991351e-05	-5.192704540731932e-06	0.000000000000000e+00
138	1	-1.902833855822753e-05	4.320120949906668e-05	-6.264721488868984e-06	0.000000000000000e+00
138	2	-1.790181615212075e-05	4.224304400277374e-05	-4.157838717905888e-06	0.000000000000000e+00
138	3	-1.863619575988782e-05	4.320664906071967e-05	-4.967655571368080e-06	0.000000000000000e+00
139	0	-1.902833855822753e-05	4.320120949906666e-05	-6.264721488869035e-06	0.000000000000000e+00
139	1	-1.986881557985179e-05	4.449939200018086e-05	-5.956118387474911e-06	0.000000000000000e+00
139	2	-1.863619575988782e-05	4.320664906071965e-05	-4.967655571368077e-06	0.000000000000000e+00
139	3	-1.936029585603754e-05	4.411514112200713e-05	-5.039340914655925e-06	0.000000000000000e+00
140	0	-1.986881557985180e-05	4.449939200018086e-05	-5.956118387474878e-06	0.000000000000000e+00
140	1	-2.046591205259675e-05	4.537860177639969e-05	-4.959567768383677e-06	0.000000000000000e+00
140	2	-1.936029585603752e-05	4.411514112200713e-05	-5.039340914655925e-06	0.000000000000000e+00
140	3	-1.986588018950361e-05	4.486286137688640e-05	-4.491934772701574e-06	0.000000000000000e+00
141	0	-2.046591205259675e-05	4.537860177639969e-05	-4.959567768383677e-06	0.000000000000000e+00
141	1	-2.069776700144019e-05	4.587726704759865e-05	-3.671350682916963e-06	0.000000000000000e+00
141	2	-1.986588018950361e-05	4.486286137688640e-05	-4.491934772701574e-06	0.000000000000000e+00
141	3	-2.016327097816074e-05	4.532698894624251e-05	-3.658048022891746e-06	0.000000000000000e+00
142	0	-2.069776700144018e-05	4.587726704759860e-05	-3.671350682916983e-06	0.000000000000000e+00
142	1	-2.069565823305233e-05	4.603112568592680e-05	-2.472714271446110e-06	0.000000000000000e+00
142	2	-2.016327097816073e-05	4.532698894624248e-05	-3.658048022891739e-06	0.000000000000000e+00
142	3	-2.025313242546836e-05	4.555662967229544e-05	-2.724888426553072e-06	0.000000000000000e+00
143	0	-2.069565823305232e-05	4.603112568592681e-05	-2.472714271446124e-06	0.000000000000000e+00
143	1	-2.052913127659254e-05	4.597143720923648e-05	-1.458168318259912e-06	0.000000000000000e+00
143	2	-2.025313242546836e-05	4.555662967229541e-05	-2.724888426553031e-06	0.000000000000000e+00
143	3	-2.020598626080654e-05	4.558752416246773e-05	-1.870381093844931e-06	0.000000000000000e+00
144	0	-2.052913127659254e-05	4.597143720923648e-05	-1.458168318259912e-06	0.000000000000000e+00
144	1	-2.029389797466403e-05	4.577558946490502e-05	-6.910889507032355e-07	0.000000000000000e+00
144	2	-2.020598626080654e-05	4.558752416246773e-05	-1.870381093844931e-06	0.000000000000000e+00
144	3	-2.006585101501188e-05	4.549220375303254e-05	-1.143926060720609e-06	0.000000000000000e+00
145	0	-2.029389797466403e-05	4.577558946490502e-05	-6.910889507032355e-07	0.000000000000000e+00
145	1	-2.003143429137170e-05	4.551791545812207e-05	-1.340582784548014e-07	0.000000000000000e+00
145	2	-2.006585101501188e-05	4.549220375303254e-05	-1.143926060720609e-06	0.000000000000000e+00
145	3	-1.988402388332561e-05	4.531690290675731e-05	-5.776657210533648e-07	0.000000000000000e+00
146	0	-2.003143429137170e-05	4.551791545812207e-05	-1.340582784548014e-07	0.000000000000000e+00
146	1	-1.977805658190397e-05	4.523565869839796e-05	2.384777661468386e-07	0.000000000000000e+00
146	2	-1.988402388332561e-05	4.531690290675731e-05	-5.776657210533648e-07	0.000000000000000e+00
146	3	-1.968581470994091e-05	4.510373777557970e-05	-1.579384259910715e-07	0.000000000000000e+00
147	0	-1.977805658190397e-05	4.523565869839796e-05	2.384777661468386e-07	0.000000000000000e+00
147	1	-1.954402919562325e-05	4.495557377548531e-05	4.675464114058551e-07	0.000000000000000e+00
147	2	-1.968581470994091e-05	4.510373777557970e-05	-1.579384259910715e-07	0.000000000000000e+00
147	3	-1.949287846023091e-05	4.487729000858715e-05	1.260192777707437e-07	0.000000000000000e+00
148	0	-1.954402919562327e-05	4.495557377548529e-05	4.675464114058483e-07	0.000000000000000e+00
148	1	-1.933767399774265e-05	4.469027271730930e-05	5.755828283896936e-07	0.000000000000000e+00
148	2	-1.949287846023089e-05	4.487729000858715e-05	1.260192777707641e-07	0.000000000000000e+00
148	3	-1.931414007064004e-05	4.465614840626217e-05	2.928945881388910e-07	0.000000000000000e+00
149	0	-1.933767399774267e-05	4.469027271730930e-05	5.755828283897038e-07	0.000000000000000e+00
149	1	-1.915974919551290e-05	4.444924356105497e-05	5.804401956053505e-07	0.000000000000000e+00
149	2	-1.931414007064007e-05	4.465614840626217e-05	2.928945881388978e-07	0.000000000000000e+00
149	3	-1.915743370255391e-05	4.445255070267351e-05	3.541305834093543e-07	0.000000000000000e+00
150	0	-1.915974919551290e-05	4.444924356105497e-05	5.804401956053505e-07	0.000000000000000e+00
150	1	-1.901362399844050e-05	4.424080335680825e-05	4.874814386216322e-07	0.000000000000000e+00
150	2	-1.915743370255391e-05	4.445255070267351e-05	3.541305834093543e-07	0.000000000000000e+00
150	3	-1.902809041687059e-05	4.427844953028502e-05	3.202317327141337e-07	0.000000000000000e+00
151	0	-1.901362399844050e-05	4.424080335680825e-05	4.874814386216322e-07	0.000000000000000e+00
151	1	-1.890529486786498e-05	4.407769334445561e-05	2.961504150570121e-07	0.000000000000000e+00
151	2	-1.902809041687059e-05	4.427844953028502e-05	3.202317327141337e-07	0.000000000000000e+00
151	3	-1.893507272435961e-05	4.414819354833371e-05	1.987709266313744e-07	0.000000000000000e+00
152	0	-1.890529486786498e-05	4.407769334445561e-05	2.961504150570121e-07	0.000000000000000e+00
152	1	-1.884883560193161e-05	4.398140187062416e-05	1.419245464694911e-10	0.000000000000000e+00
152	2	-1.893507272435961e-05	4.414819354833371e-05	1.987709266313744e-07	0.000000000000000e+00
152	3	-1.889265252004948e-05	4.408341628224770e-05	-2.151579679395346e-10	0.000000000000000e+00
153	0	-1.707523970274210e-05	4.131844893116361e-05	-4.156566833185917e-08	0.000000000000000e+00
153	1	-1.736918905875016e-05	4.155834329066544e-05	-2.330171630502528e-06	0.000000000000000e+00
153	2	-1.739193211460793e-05	4.185568019057125e-05	2.468895480702113e-08	0.000000000000000e+00
153	3	-1.751623111124471e-05	4.206885018719159e-05	-1.708575691000965e-06	0.000000000000000e+00
154	0	-1.736918905875016e-05	4.155834329066551e-05	-2.330171630502473e-06	0.000000000000000e+00
154	1	-1.790181615212075e-05	4.224304400277374e-05	-4.157838717905854e-06	0.000000000000000e+00
154	2	-1.751623111124471e-05	4.206885018719153e-05	-1.708575691001033e-06	0.000000000000000e+00
154	3	-1.793012594098319e-05	4.257060433920015e-05	-3.064820184366783e-06	0.000000000000000e+00
155	0	-1.790181615212075e-05	4.224304400277374e-05	-4.157838717905888e-06	0.000000000000000e+00
155	1	-1.863619575988782e-05	4.320664906071967e-05	-4.967655571368080e-06	0.000000000000000e+00
155	2	-1.793012594098319e-05	4.257060433920015e-05	-3.064820184366770e-06	0.000000000000000e+00
155	3	-1.845818309975224e-05	4.322989005805573e-05	-3.949159351258350e-06	0.000000000000000e+00
156	0	-1.863619575988782e-05	4.320664906071965e-05	-4.967655571368077e-06	0.000000000000000e+00
156	1	-1.936029585603754e-05	4.411514112200713e-05	-5.039340914655925e-06	0.000000000000000e+00
156	2	-1.845818309975224e-05	4.322989005805565e-05	-3.949159351258330e-06	0.000000000000000e+00
156	3	-1.897428992116265e-05	4.392795985617242e-05	-4.203078709356544e-06	0.000000000000000e+00
157	0	-1.936029585603752e-05	4.411514112200713e-05	-5.039340914655925e-06	0.000000000000000e+00
157	1	-1.986588018950361e-05	4.486286137688640e-05	-4.491934772701574e-06	0.000000000000000e+00
157	2	-1.897428992116266e-05	4.392795985617236e-05	-4.203078709356544e-06	0.000000000000000e+00
157	3	-1.940744523515950e-05	4.449558774283135e-05	-3.987685039877445e-06	0.000000000000000e+00
158	0	-1.986588018950361e-05	4.486286137688640e-05	-4.491934772701574e-06	0.000000000000000e+00
158	1	-2.016327097816074e-05	4.532698894624251e-05	-3.658048022891746e-06	0.000000000000000e+00
158	2	-1.940744523515950e-05	4.449558774283135e-05	-3.987685039877445e-06	0.000000000000000e+00
158	3	-1.969158433110338e-05	4.491161092559493e-05	-3.445032900801941e-06	0.000000000000000e+00
159	0	-2.016327097816073e-05	4.532698894624248e-05	-3.658048022891739e-06	0.000000000000000e+00
159	1	-2.025313242546836e-05	4.555662967229544e-05	-2.724888426553072e-06	0.000000000000000e+00
159	2	-1.969158433110338e-05	4.491161092559504e-05	-3.445032900801914e-06	0.000000000000000e+00
159	3	-1.983705083732568e-05	4.514426148753928e-05	-2.770462066707801e-06	0.000000000000000e+00
160	0	-2.025313242546836e-05	4.555662967229541e-05	-2.724888426553031e-06	0.000000000000000e+00
160	1	-2.020598626080654e-05	4.558752416246773e-05	-1.870381093844931e-06	0.000000000000000e+00
160	2	-1.983705083732570e-05	4.514426148753928e-05	-2.770462066707754e-06	0.000000000000000e+00
160	3	-1.985943876548544e-05	4.523031191775390e-05	-2.069489195804555e-06	0.000000000000000e+00
161	0	-2.020598626080654e-05	4.558752416246773e-05	-1.870381093844931e-06	0.000000000000000e+00
161	1	-2.006585101501188e-05	4.549220375303254e-05	-1.143926060720609e-06	0.000000000000000e+00
161	2	-1.985943876548544e-05	4.523031191775390e-05	-2.069489195804555e-06	0.000000000000000e+00
161	3	-1.980001148107619e-05	4.519923813543023e-05	-1.433320730130054e-06	0.000000000000000e+00
162	0	-2.006585101501188e-05	4.549220375303254e-05	-1.143926060720609e-06	0.000000000000000e+00
162	1	-1.988402388332561e-05	4.531690290675731e-05	-5.776657210533648e-07	0.000000000000000e+00
162	2	-1.980001148107619e-05	4.519923813543023e-05	-1.433320730130054e-06	0.000000000000000e+00
162	3	-1.968649674448781e-05	4.509310369781280e-05	-8.930911764786661e-07	0.000000000000000e+00
163	0	-1.988402388332561e-05	4.531690290675731e-05	-5.776657210533648e-07	0.000000000000000e+00
163	1	-1.968581470994091e-05	4.510373777557970e-05	-1.579384259910715e-07	0.000000000000000e+00
163	2	-1.968649674448781e-05	4.509310369781280e-05	-8.930911764786661e-07	0.000000000000000e+00
163	3	-1.954805352867239e-05	4.494116622267687e-05	-4.684312718235202e-07	0.000000000000000e+00
164	0	-1.968581470994091e-05	4.510373777557970e-05	-1.579384259910715e-07	0.000000000000000e+00
164	1	-1.949287846023091e-05	4.487729000858715e-05	1.260192777707437e-07	0.000000000000000e+00
164	2	-1.954805352867239e-05	4.494116622267687e-05	-4.684312718235202e-07	0.000000000000000e+00
164	3	-1.940114844985022e-05	4.476919830777942e-05	-1.564371485563164e-07	0.000000000000000e+00
165	0	-1.949287846023089e-05	4.487729000858715e-05	1.260192777707641e-07	0.000000000000000e+00
165	1	-1.931414007064004e-05	4.465614840626217e-05	2.928945881388910e-07	0.000000000000000e+00
165	2	-1.940114844985023e-05	4.476919830777941e-05	-1.564371485562825e-07	0.000000000000000e+00
165	3	-1.925975369875601e-05	4.459446308066229e-05	4.705080223068263e-08	0.000000000000000e+00
166	0	-1.931414007064007e-05	4.465614840626217e-05	2.928945881388978e-07	0.000000000000000e+00
166	1	-1.915743370255391e-05	4.445255070267351e-05	3.541305834093543e-07	0.000000000000000e+00
166	2	-1.925975369875607e-05	4.459446308066229e-05	4.705080223074362e-08	0.000000000000000e+00
166	3	-1.913205617073839e-05	4.443132888065614e-05	1.519684598217766e-07	0.000000000000000e+00
167	0	-1.915743370255391e-05	4.445255070267351e-05	3.541305834093543e-07	0.000000000000000e+00
167	1	-1.902809041687059e-05	4.427844953028502e-05	3.202317327141337e-07	0.000000000000000e+00
167	2	-1.913205617073839e-05	4.443132888065614e-05	1.519684598217766e-07	0.000000000000000e+00
167	3	-1.902623577315568e-05	4.429205232195392e-05	1.681855632234403e-07	0.000000000000000e+00
168	0	-1.902809041687059e-05	4.427844953028502e-05	3.202317327141337e-07	0.000000000000000e+00
168	1	-1.893507272435961e-05	4.414819354833371e-05	1.987709266313744e-07	0.000000000000000e+00
168	2	-1.902623577315568e-05	4.429205232195392e-05	1.681855632234403e-07	0.000000000000000e+00
168	3	-1.895104891607424e-05	4.419064274363926e-05	1.102255932312538e-07	0.000000000000000e+00
169	0	-1.893507272435961e-05	4.414819354833371e-05	1.987709266313744e-07	0.000000000000000e+00
169	1	-1.889265252004948e-05	4.408341628224770e-05	-2.151579679395346e-10	0.000000000000000e+00
169	2	-1.895104891607424e-05	4.419064274363926e-05	1.102255932312538e-07	0.000000000000000e+00
169	3	-1.891926418591506e-05	4.414552250496726e-05	-2.005887776571676e-10	0.000000000000000e+00
170	0	-1.739193211460793e-05	4.185568019057125e-05	2.468895480702113e-08	0.000000000000000e+00
170	1	-1.751623111124471e-05	4.206885018719159e-05	-1.708575691000965e-06	0.000000000000000e+00
170	2	-1.753794774987957e-05	4.245317369338514e-05	-8.915919383649037e-09	0.000000000000000e+00
170	3	-1.764143335490035e-05	4.255076811826808e-05	-1.344297941970662e-06	0.000000000000000e+00
171	0	-1.751623111124471e-05	4.206885018719153e-05	-1.708575691001033e-06	0.000000000000000e+00
171	1	-1.793012594098319e-05	4.257060433920015e-05	-3.064820184366783e-06	0.000000000000000e+00
171	2	-1.764143335490035e-05	4.255076811826817e-05	-1.344297941970668e-06	0.000000000000000e+00
171	3	-1.790448895180059e-05	4.287725642657384e-05	-2.472433592852411e-06	0.000000000000000e+00
172	0	-1.793012594098319e-05	4.257060433920015e-05	-3.064820184366770e-06	0.000000000000000e+00
172	1	-1.845818309975224e-05	4.322989005805573e-05	-3.949159351258350e-06	0.000000000000000e+00
172	2	-1.790448895180060e-05	4.287725642657384e-05	-2.472433592852404e-06	0.000000000000000e+00
172	3	-1.827877468411844e-05	4.333448599413987e-05	-3.198126067726576e-06	0.000000000000000e+00
173	0	-1.845818309975224e-05	4.322989005805565e-05	-3.949159351258330e-06	0.000000000000000e+00
173	1	-1.897428992116265e-05	4.392795985617242e-05	-4.203078709356544e-06	0.000000000000000e+00
173	2	-1.827877468411844e-05	4.333448599413995e-05	-3.198126067726569e-06	0.000000000000000e+00
173	3	-1.867913769837874e-05	4.381104349728542e-05	-3.525113959323956e-06	0.000000000000000e+00
174	0	-1.897428992116266e-05	4.392795985617236e-05	-4.203078709356544e-06	0.000000000000000e+00
174	1	-1.940744523515950e-05	4.449558774283135e-05	-3.987685039877445e-06	0.000000000000000e+00
174	2	-1.867913769837874e-05	4.381104349728542e-05	-3.525113959323976e-06	0.000000000000000e+00
174	3	-1.902875712335841e-05	4.425422744155074e-05	-3.471256095145362e-06	0.000000000000000e+00
175	0	-1.940744523515950e-05	4.449558774283135e-05	-3.987685039877445e-06	0.000000000000000e+00
175	1	-1.969158433110338e-05	4.491161092559493e-05	-3.445032900801941e-06	0.000000000000000e+00
175	2	-1.902875712335841e-05	4.425422744155074e-05	-3.471256095145362e-06	0.000000000000000e+00
175	3	-1.929274039351534e-05	4.458745452203567e-05	-3.151953854412445e-06	0.000000000000000e+00
176	0	-1.969158433110338e-05	4.491161092559504e-05	-3.445032900801914e-06	0.000000000000000e+00
176	1	-1.983705083732568e-05	4.514426148753928e-05	-2.770462066707801e-06	0.000000000000000e+00
176	2	-1.929274039351533e-05	4.458745452203555e-05	-3.151953854412425e-06	0.000000000000000e+00
176	3	-1.945348824930072e-05	4.480639347375237e-05	-2.662526410920174e-06	0.000000000000000e+00
177	0	-1.983705083732570e-05	4.514426148753928e-05	-2.770462066707754e-06	0.000000000000000e+00
177	1	-1.985943876548544e-05	4.523031191775390e-05	-2.069489195804555e-06	0.000000000000000e+00
177	2	-1.945348824930072e-05	4.480639347375237e-05	-2.662526410920201e-06	0.000000000000000e+00
177	3	-1.952459661483329e-05	4.490918399763945e-05	-2.113860003454570e-06	0.000000000000000e+00
178	0	-1.985943876548544e-05	4.523031191775390e-05	-2.069489195804555e-06	0.000000000000000e+00
178	1	-1.980001148107619e-05	4.519923813543023e-05	-1.433320730130054e-06	0.000000000000000e+00
178	2	-1.952459661483329e-05	4.490918399763945e-05	-2.113860003454570e-06	0.000000000000000e+00
178	3	-1.952129322576845e-05	4.492152482922895e-05	-1.570399188259956e-06	0.000000000000000e+00
179	0	-1.980001148107619e-05	4.519923813543023e-05	-1.433320730130054e-06	0.000000000000000e+00
179	1	-1.968649674448781e-05	4.509310369781280e-05	-8.930911764786661e-07	0.000000000000000e+00
179	2	-1.952129322576845e-05	4.492152482922895e-05	-1.570399188259956e-06	0.000000000000000e+00
179	3	-1.946853256658778e-05	4.486541246694639e-05	-1.084126898559510e-06	0.000000000000000e+00
180	0	-1.968649674448781e-05	4.509310369781280e-05	-8.930911764786661e-07	0.000000000000000e+00
180	1	-1.954805352867239e-05	4.494116622267687e-05	-4.684312718235202e-07	0.000000000000000e+00
180	2	-1.946853256658778e-05	4.486541246694639e-05	-1.084126898559510e-06	0.000000000000000e+00
180	3	-1.938420573204453e-05	4.476657554485921e-05	-6.769985772522641e-07	0.000000000000000e+00
181	0	-1.954805352867239e-05	4.494116622267687e-05	-4.684312718235202e-07	0.000000000000000e+00
181	1	-1.940114844985022e-05	4.476919830777942e-05	-1.564371485563164e-07	0.000000000000000e+00
181	2	-1.938420573204453e-05	4.476657554485921e-05	-6.769985772522641e-07	0.000000000000000e+00
181	3	-1.928579456958181e-05	4.464417093009067e-05	-3.622240475876462e-07	0.000000000000000e+00
182	0	-1.940114844985023e-05	4.476919830777941e-05	-1.564371485562825e-07	0.000000000000000e+00
182	1	-1.925975369875601e-05	4.459446308066229e-05	4.705080223068263e-08	0.000000000000000e+00
182	2	-1.928579456958178e-05	4.464417093009054e-05	-3.622240475876395e-07	0.000000000000000e+00
182	3	-1.918466495523545e-05	4.451499894207461e-05	-1.401029772074992e-07	0.000000000000000e+00
183	0	-1.925975369875607e-05	4.459446308066229e-05	4.705080223074362e-08	0.000000000000000e+00
183	1	-1.913205617073839e-05	4.443132888065614e-05	1.519684598217766e-07	0.000000000000000e+00
183	2	-1.918466495523545e-05	4.451499894207461e-05	-1.401029772075127e-07	0.000000000000000e+00
183	3	-1.909077874069337e-05	4.439177621869491e-05	-6.977567790598254e-09	0.000000000000000e+00
184	0	-1.913205617073839e-05	4.443132888065614e-05	1.519684598217766e-07	0.000000000000000e+00
184	1	-1.902623577315568e-05	4.429205232195392e-05	1.681855632234403e-07	0.000000000000000e+00
184	2	-1.909077874069337e-05	4.439177621869491e-05	-6.977567790598254e-09	0.000000000000000e+00
184	3	-1.901170948529501e-05	4.428607136056943e-05	4.748245598758998e-08	0.000000000000000e+00
185	0	-1.902623577315568e-05	4.429205232195392e-05	1.681855632234403e-07	0.000000000000000e+00
185	1	-1.895104891607424e-05	4.419064274363926e-05	1.102255932312538e-07	0.000000000000000e+00
185	2	-1.901170948529501e-05	4.428607136056943e-05	4.748245598758998e-08	0.000000000000000e+00
185	3	-1.895558833319564e-05	4.420911298470898e-05	4.012169471647803e-08	0.000000000000000e+00
186	0	-1.895104891607424e-05	4.419064274363926e-05	1.102255932312538e-07	0.000000000000000e+00
186	1	-1.891926418591506e-05	4.414552250496726e-05	-2.005887776571676e-10	0.000000000000000e+00
186	2	-1.895558833319564e-05	4.420911298470898e-05	4.012169471647803e-08	0.000000000000000e+00
186	3	-1.893164103559638e-05	4.417406922864938e-05	-4.187657881864117e-10	0.000000000000000e+00
187	0	-1.753794774987957e-05	4.245317369338514e-05	-8.915919383649037e-09	0.000000000000000e+00
187	1	-1.764143335490035e-05	4.255076811826808e-05	-1.344297941970662e-06	0.000000000000000e+00
187	2	-1.758128210179893e-05	4.278107106273684e-05	5.641166883174186e-09	0.000000000000000e+00
187	3	-1.765271204411412e-05	4.287239031082507e-05	-1.045693005414299e-06	0.000000000000000e+00
188	0	-1.764143335490035e-05	4.255076811826817e-05	-1.344297941970668e-06	0.000000000000000e+00
188	1	-1.790448895180059e-05	4.287725642657384e-05	-2.472433592852411e-06	0.000000000000000e+00
188	2	-1.765271204411413e-05	4.287239031082507e-05	-1.045693005414258e-06	0.000000000000000e+00
188	3	-1.784767448939319e-05	4.308909985690467e-05	-1.942939955941372e-06	0.000000000000000e+00
189	0	-1.790448895180060e-05	4.287725642657384e-05	-2.472433592852404e-06	0.000000000000000e+00
189	1	-1.827877468411844e-05	4.333448599413987e-05	-3.198126067726576e-06	0.000000000000000e+00
189	2	-1.784767448939319e-05	4.308909985690468e-05	-1.942939955941399e-06	0.000000000000000e+00
189	3	-1.812225854108150e-05	4.340075807679011e-05	-2.596331247142495e-06	0.000000000000000e+00
190	0	-1.827877468411844e-05	4.333448599413995e-05	-3.198126067726569e-06	0.000000000000000e+00
190	1	-1.867913769837874e-05	4.381104349728542e-05	-3.525113959323956e-06	0.000000000000000e+00
190	2	-1.812225854108150e-05	4.340075807679007e-05	-2.596331247142461e-06	0.000000000000000e+00
190	3	-1.842559897977610e-05	4.375337636442256e-05	-2.936723024311429e-06	0.000000000000000e+00
191	0	-1.867913769837874e-05	4.381104349728542e-05	-3.525113959323976e-06	0.000000000000000e+00
191	1	-1.902875712335841e-05	4.425422744155074e-05	-3.471256095145362e-06	0.000000000000000e+00
191	2	-1.842559897977610e-05	4.375337636442260e-05	-2.936723024311477e-06	0.000000000000000e+00
191	3	-1.871100796006132e-05	4.407519718323648e-05	-2.989719323691088e-06	0.000000000000000e+00
192	0	-1.902875712335841e-05	4.425422744155074e-05	-3.471256095145362e-06	0.000000000000000e+00
192	1	-1.929274039351534e-05	4.458745452203567e-05	-3.151953854412445e-06	0.000000000000000e+00
192	2	-1.871100796006132e-05	4.407519718323648e-05	-2.989719323691088e-06	0.000000000000000e+00
192	3	-1.894410106086753e-05	4.434167398328205e-05	-2.802190688465579e-06	0.000000000000000e+00
193	0	-1.929274039351533e-05	4.458745452203555e-05	-3.151953854412425e-06	0.000000000000000e+00
193	1	-1.945348824930072e-05	4.480639347375237e-05	-2.662526410920174e-06	0.000000000000000e+00
193	2	-1.894410106086753e-05	4.434167398328196e-05	-2.802190688465687e-06	0.000000000000000e+00
