e	gp_n	x	y
164	11	7.017981268115896e+00	5.688229718701428e+00
164	12	6.511430496589986e+00	5.841510679880605e+00
164	13	6.664711457769160e+00	5.841510679880605e+00
164	14	6.864700306936722e+00	5.841510679880606e+00
164	15	7.017981268115897e+00	5.841510679880605e+00
165	0	7.099665790707632e+00	5.334959908354691e+00
165	1	7.252946751886808e+00	5.334959908354691e+00
165	2	7.452935601054369e+00	5.334959908354689e+00
165	3	7.606216562233545e+00	5.334959908354691e+00
165	4	7.099665790707633e+00	5.488240869533868e+00
165	5	7.252946751886805e+00	5.488240869533866e+00
165	6	7.452935601054369e+00	5.488240869533866e+00
165	7	7.606216562233544e+00	5.488240869533866e+00
165	8	7.099665790707633e+00	5.688229718701429e+00
165	9	7.252946751886806e+00	5.688229718701429e+00
165	10	7.452935601054371e+00	5.688229718701431e+00
165	11	7.606216562233545e+00	5.688229718701429e+00
165	12	7.099665790707633e+00	5.841510679880606e+00
165	13	7.252946751886805e+00	5.841510679880602e+00
165	14	7.452935601054368e+00	5.841510679880604e+00
165	15	7.606216562233545e+00	5.841510679880605e+00
166	0	7.687901084825278e+00	5.334959908354691e+00
166	1	7.841182046004454e+00	5.334959908354691e+00
166	2	8.041170895172014e+00	5.334959908354690e+00
166	3	8.194451856351192e+00	5.334959908354691e+00
166	4	7.687901084825277e+00	5.488240869533866e+00
166	5	7.841182046004453e+00	5.488240869533867e+00
166	6	8.041170895172014e+00	5.488240869533866e+00
166	7	8.194451856351193e+00	5.488240869533867e+00
166	8	7.687901084825278e+00	5.688229718701430e+00
166	9	7.841182046004453e+00	5.688229718701430e+00
166	10	8.041170895172018e+00	5.688229718701431e+00
166	11	8.194451856351192e+00	5.688229718701429e+00
166	12	7.687901084825278e+00	5.841510679880606e+00
166	13	7.841182046004453e+00	5.841510679880605e+00
166	14	8.041170895172016e+00	5.841510679880605e+00
166	15	8.194451856351193e+00	5.841510679880605e+00
167	0	8.276136378942926e+00	5.334959908354691e+00
167	1	8.429417340122100e+00	5.334959908354691e+00
167	2	8.629406189289666e+00	5.334959908354691e+00
167	3	8.782687150468838e+00	5.334959908354691e+00
167	4	8.276136378942924e+00	5.488240869533866e+00
167	5	8.429417340122100e+00	5.488240869533867e+00
167	6	8.629406189289664e+00	5.488240869533866e+00
167	7	8.782687150468838e+00	5.488240869533866e+00
167	8	8.276136378942923e+00	5.688229718701429e+00
167	9	8.429417340122100e+00	5.688229718701429e+00
167	10	8.629406189289666e+00	5.688229718701431e+00
167	11	8.782687150468838e+00	5.688229718701427e+00
167	12	8.276136378942926e+00	5.841510679880605e+00
167	13	8.429417340122097e+00	5.841510679880604e+00
167	14	8.629406189289666e+00	5.841510679880604e+00
167	15	8.782687150468840e+00	5.841510679880604e+00
168	0	8.864371673060575e+00	5.334959908354691e+00
168	1	9.017652634239747e+00	5.334959908354691e+00
168	2	9.217641483407313e+00	5.334959908354692e+00
168	3	9.370922444586487e+00	5.334959908354691e+00
168	4	8.864371673060573e+00	5.488240869533865e+00
168	5	9.017652634239749e+00	5.488240869533866e+00
168	6	9.217641483407307e+00	5.488240869533866e+00
168	7	9.370922444586489e+00	5.488240869533867e+00
168	8	8.864371673060571e+00	5.688229718701429e+00
168	9	9.017652634239750e+00	5.688229718701430e+00
168	10	9.217641483407313e+00	5.688229718701429e+00
168	11	9.370922444586485e+00	5.688229718701428e+00
168	12	8.864371673060571e+00	5.841510679880605e+00
168	13	9.017652634239750e+00	5.841510679880606e+00
168	14	9.217641483407313e+00	5.841510679880604e+00
168	15	9.370922444586487e+00	5.841510679880605e+00
169	0	9.452606967178223e+00	5.334959908354690e+00
169	1	9.605887928357395e+00	5.334959908354691e+00
169	2	9.805876777524960e+00	5.334959908354692e+00
169	3	9.959157738704134e+00	5.334959908354691e+00
169	4	9.452606967178220e+00	5.488240869533865e+00
169	5	9.605887928357395e+00	5.488240869533867e+00
169	6	9.805876777524958e+00	5.488240869533867e+00
169	7	9.959157738704130e+00	5.488240869533866e+00
169	8	9.452606967178221e+00	5.688229718701428e+00
169	9	9.605887928357394e+00	5.688229718701429e+00
169	10	9.805876777524960e+00	5.688229718701429e+00
169	11	9.959157738704132e+00	5.688229718701427e+00
169	12	9.452606967178223e+00	5.841510679880604e+00
169	13	9.605887928357395e+00	5.841510679880603e+00
169	14	9.805876777524960e+00	5.841510679880604e+00
169	15	9.959157738704134e+00	5.841510679880605e+00
170	0	4.084226129586689e-02	5.923195202472338e+00
170	1	1.941232224750423e-01	5.923195202472338e+00
170	2	3.941120716426048e-01	5.923195202472338e+00
170	3	5.473930328217803e-01	5.923195202472338e+00
170	4	4.084226129586689e-02	6.076476163651512e+00
170	5	1.941232224750423e-01	6.076476163651512e+00
170	6	3.941120716426048e-01	6.076476163651514e+00
170	7	5.473930328217802e-01	6.076476163651513e+00
170	8	4.084226129586688e-02	6.276465012819074e+00
170	9	1.941232224750423e-01	6.276465012819076e+00
170	10	3.941120716426049e-01	6.276465012819078e+00
170	11	5.473930328217802e-01	6.276465012819076e+00
170	12	4.084226129586689e-02	6.429745973998251e+00
170	13	1.941232224750423e-01	6.429745973998251e+00
170	14	3.941120716426048e-01	6.429745973998251e+00
170	15	5.473930328217802e-01	6.429745973998251e+00
171	0	6.290775554135141e-01	5.923195202472339e+00
171	1	7.823585165926895e-01	5.923195202472339e+00
171	2	9.823473657602519e-01	5.923195202472338e+00
171	3	1.135628326939427e+00	5.923195202472337e+00
171	4	6.290775554135138e-01	6.076476163651511e+00
171	5	7.823585165926896e-01	6.076476163651514e+00
171	6	9.823473657602521e-01	6.076476163651516e+00
171	7	1.135628326939427e+00	6.076476163651514e+00
171	8	6.290775554135140e-01	6.276465012819076e+00
171	9	7.823585165926893e-01	6.276465012819077e+00
171	10	9.823473657602522e-01	6.276465012819079e+00
171	11	1.135628326939428e+00	6.276465012819079e+00
171	12	6.290775554135142e-01	6.429745973998254e+00
171	13	7.823585165926893e-01	6.429745973998253e+00
171	14	9.823473657602522e-01	6.429745973998251e+00
171	15	1.135628326939427e+00	6.429745973998251e+00
172	0	1.217312849531161e+00	5.923195202472339e+00
172	1	1.370593810710337e+00	5.923195202472339e+00
172	2	1.570582659877900e+00	5.923195202472338e+00
172	3	1.723863621057075e+00	5.923195202472338e+00
172	4	1.217312849531161e+00	6.076476163651514e+00
172	5	1.370593810710337e+00	6.076476163651516e+00
172	6	1.570582659877899e+00	6.076476163651516e+00
172	7	1.723863621057075e+00	6.076476163651515e+00
172	8	1.217312849531162e+00	6.276465012819077e+00
172	9	1.370593810710337e+00	6.276465012819078e+00
172	10	1.570582659877900e+00	6.276465012819078e+00
172	11	1.723863621057075e+00	6.276465012819076e+00
172	12	1.217312849531161e+00	6.429745973998253e+00
172	13	1.370593810710337e+00	6.429745973998253e+00
172	14	1.570582659877900e+00	6.429745973998252e+00
172	15	1.723863621057075e+00	6.429745973998252e+00
173	0	1.805548143648808e+00	5.923195202472337e+00
173	1	1.958829104827984e+00	5.923195202472338e+00
173	2	2.158817953995547e+00	5.923195202472338e+00
173	3	2.312098915174722e+00	5.923195202472337e+00
173	4	1.805548143648809e+00	6.076476163651514e+00
173	5	1.958829104827984e+00	6.076476163651516e+00
173	6	2.158817953995547e+00	6.076476163651515e+00
173	7	2.312098915174723e+00	6.076476163651516e+00
173	8	1.805548143648808e+00	6.276465012819077e+00
173	9	1.958829104827984e+00	6.276465012819078e+00
173	10	2.158817953995547e+00	6.276465012819078e+00
173	11	2.312098915174722e+00	6.276465012819076e+00
173	12	1.805548143648809e+00	6.429745973998253e+00
173	13	1.958829104827984e+00	6.429745973998251e+00
173	14	2.158817953995547e+00	6.429745973998252e+00
173	15	2.312098915174722e+00	6.429745973998253e+00
174	0	2.393783437766456e+00	5.923195202472338e+00
174	1	2.547064398945632e+00	5.923195202472338e+00
174	2	2.747053248113194e+00	5.923195202472338e+00
174	3	2.900334209292369e+00	5.923195202472337e+00
174	4	2.393783437766456e+00	6.076476163651513e+00
174	5	2.547064398945631e+00	6.076476163651515e+00
174	6	2.747053248113194e+00	6.076476163651515e+00
174	7	2.900334209292369e+00	6.076476163651515e+00
174	8	2.393783437766456e+00	6.276465012819076e+00
174	9	2.547064398945632e+00	6.276465012819078e+00
174	10	2.747053248113194e+00	6.276465012819077e+00
174	11	2.900334209292369e+00	6.276465012819076e+00
174	12	2.393783437766456e+00	6.429745973998253e+00
174	13	2.547064398945631e+00	6.429745973998251e+00
174	14	2.747053248113194e+00	6.429745973998251e+00
174	15	2.900334209292370e+00	6.429745973998252e+00
175	0	2.982018731884103e+00	5.923195202472337e+00
175	1	3.135299693063278e+00	5.923195202472338e+00
175	2	3.335288542230841e+00	5.923195202472337e+00
175	3	3.488569503410016e+00	5.923195202472338e+00
175	4	2.982018731884103e+00	6.076476163651514e+00
175	5	3.135299693063278e+00	6.076476163651516e+00
175	6	3.335288542230841e+00	6.076476163651515e+00
175	7	3.488569503410016e+00	6.076476163651513e+00
175	8	2.982018731884103e+00	6.276465012819077e+00
175	9	3.135299693063279e+00	6.276465012819077e+00
175	10	3.335288542230841e+00	6.276465012819077e+00
175	11	3.488569503410016e+00	6.276465012819076e+00
175	12	2.982018731884103e+00	6.429745973998252e+00
175	13	3.135299693063278e+00	6.429745973998252e+00
175	14	3.335288542230841e+00	6.429745973998252e+00
175	15	3.488569503410017e+00	6.429745973998252e+00
176	0	3.570254026001750e+00	5.923195202472338e+00
176	1	3.723534987180925e+00	5.923195202472339e+00
176	2	3.923523836348488e+00	5.923195202472337e+00
176	3	4.076804797527663e+00	5.923195202472338e+00
176	4	3.570254026001749e+00	6.076476163651512e+00
176	5	3.723534987180925e+00	6.076476163651515e+00
176	6	3.923523836348486e+00	6.076476163651512e+00
176	7	4.076804797527663e+00	6.076476163651513e+00
176	8	3.570254026001750e+00	6.276465012819076e+00
176	9	3.723534987180926e+00	6.276465012819078e+00
176	10	3.923523836348488e+00	6.276465012819076e+00
176	11	4.076804797527662e+00	6.276465012819076e+00
176	12	3.570254026001750e+00	6.429745973998251e+00
176	13	3.723534987180924e+00	6.429745973998251e+00
176	14	3.923523836348487e+00	6.429745973998251e+00
176	15	4.076804797527664e+00	6.429745973998251e+00
177	0	4.158489320119397e+00	5.923195202472337e+00
177	1	4.311770281298573e+00	5.923195202472338e+00
177	2	4.511759130466135e+00	5.923195202472337e+00
177	3	4.665040091645309e+00	5.923195202472337e+00
177	4	4.158489320119398e+00	6.076476163651511e+00
177	5	4.311770281298574e+00	6.076476163651516e+00
177	6	4.511759130466136e+00	6.076476163651514e+00
177	7	4.665040091645311e+00	6.076476163651514e+00
177	8	4.158489320119396e+00	6.276465012819076e+00
177	9	4.311770281298573e+00	6.276465012819076e+00
177	10	4.511759130466137e+00	6.276465012819078e+00
177	11	4.665040091645310e+00	6.276465012819076e+00
177	12	4.158489320119399e+00	6.429745973998253e+00
177	13	4.311770281298570e+00	6.429745973998251e+00
177	14	4.511759130466134e+00	6.429745973998252e+00
177	15	4.665040091645310e+00	6.429745973998252e+00
178	0	4.746724614237046e+00	5.923195202472339e+00
178	1	4.900005575416220e+00	5.923195202472338e+00
178	2	5.099994424583782e+00	5.923195202472337e+00
178	3	5.253275385762958e+00	5.923195202472338e+00
178	4	4.746724614237045e+00	6.076476163651512e+00
178	5	4.900005575416221e+00	6.076476163651515e+00
178	6	5.099994424583783e+00	6.076476163651514e+00
178	7	5.253275385762959e+00	6.076476163651515e+00
178	8	4.746724614237044e+00	6.276465012819077e+00
178	9	4.900005575416220e+00	6.276465012819076e+00
178	10	5.099994424583782e+00	6.276465012819076e+00
178	11	5.253275385762958e+00	6.276465012819076e+00
178	12	4.746724614237044e+00	6.429745973998253e+00
178	13	4.900005575416219e+00	6.429745973998250e+00
178	14	5.099994424583781e+00	6.429745973998251e+00
178	15	5.253275385762959e+00	6.429745973998250e+00
179	0	5.334959908354691e+00	5.923195202472337e+00
179	1	5.488240869533867e+00	5.923195202472337e+00
179	2	5.688229718701429e+00	5.923195202472337e+00
179	3	5.841510679880605e+00	5.923195202472338e+00
179	4	5.334959908354691e+00	6.076476163651513e+00
179	5	5.488240869533866e+00	6.076476163651515e+00
179	6	5.688229718701431e+00	6.076476163651515e+00
179	7	5.841510679880604e+00	6.076476163651515e+00
179	8	5.334959908354692e+00	6.276465012819077e+00
179	9	5.488240869533867e+00	6.276465012819076e+00
179	10	5.688229718701429e+00	6.276465012819076e+00
179	11	5.841510679880603e+00	6.276465012819076e+00
179	12	5.334959908354691e+00	6.429745973998251e+00
179	13	5.488240869533866e+00	6.429745973998249e+00
179	14	5.688229718701429e+00	6.429745973998251e+00
179	15	5.841510679880604e+00	6.429745973998251e+00
180	0	5.923195202472337e+00	5.923195202472337e+00
180	1	6.076476163651514e+00	5.923195202472337e+00
180	2	6.276465012819076e+00	5.923195202472337e+00
180	3	6.429745973998251e+00	5.923195202472336e+00
180	4	5.923195202472338e+00	6.076476163651513e+00
180	5	6.076476163651514e+00	6.076476163651515e+00
180	6	6.276465012819076e+00	6.076476163651514e+00
180	7	6.429745973998251e+00	6.076476163651513e+00
180	8	5.923195202472338e+00	6.276465012819076e+00
180	9	6.076476163651514e+00	6.276465012819076e+00
180	10	6.276465012819076e+00	6.276465012819076e+00
180	11	6.429745973998250e+00	6.276465012819076e+00
180	12	5.923195202472337e+00	6.429745973998251e+00
180	13	6.076476163651512e+00	6.429745973998251e+00
180	14	6.276465012819076e+00	6.429745973998251e+00
180	15	6.429745973998251e+00	6.429745973998250e+00
181	0	6.511430496589985e+00	5.923195202472337e+00
181	1	6.664711457769162e+00	5.923195202472338e+00
181	2	6.864700306936725e+00	5.923195202472338e+00
181	3	7.017981268115898e+00	5.923195202472336e+00
181	4	6.511430496589985e+00	6.076476163651512e+00
181	5	6.664711457769162e+00	6.076476163651515e+00
181	6	6.864700306936724e+00	6.076476163651515e+00
181	7	7.017981268115896e+00	6.076476163651512e+00
181	8	6.511430496589986e+00	6.276465012819076e+00
181	9	6.664711457769163e+00	6.276465012819076e+00
181	10	6.864700306936724e+00	6.276465012819076e+00
181	11	7.017981268115896e+00	6.276465012819075e+00
181	12	6.511430496589985e+00	6.429745973998251e+00
181	13	6.664711457769158e+00	6.429745973998251e+00
181	14	6.864700306936722e+00	6.429745973998251e+00
181	15	7.017981268115898e+00	6.429745973998251e+00
182	0	7.099665790707633e+00	5.923195202472337e+00
182	1	7.252946751886807e+00	5.923195202472339e+00
182	2	7.452935601054369e+00	5.923195202472338e+00
182	3	7.606216562233545e+00	5.923195202472337e+00
182	4	7.099665790707633e+00	6.076476163651515e+00
182	5	7.252946751886806e+00	6.076476163651512e+00
182	6	7.452935601054369e+00	6.076476163651513e+00
182	7	7.606216562233544e+00	6.076476163651513e+00
182	8	7.099665790707632e+00	6.276465012819075e+00
182	9	7.252946751886806e+00	6.276465012819076e+00
182	10	7.452935601054371e+00	6.276465012819077e+00
182	11	7.606216562233546e+00	6.276465012819076e+00
182	12	7.099665790707633e+00	6.429745973998252e+00
182	13	7.252946751886805e+00	6.429745973998251e+00
182	14	7.452935601054369e+00	6.429745973998250e+00
182	15	7.606216562233545e+00	6.429745973998251e+00
183	0	7.687901084825278e+00	5.923195202472337e+00
183	1	7.841182046004454e+00	5.923195202472339e+00
183	2	8.041170895172014e+00	5.923195202472336e+00
183	3	8.194451856351192e+00	5.923195202472337e+00
183	4	7.687901084825277e+00	6.076476163651511e+00
183	5	7.841182046004453e+00	6.076476163651514e+00
183	6	8.041170895172014e+00	6.076476163651513e+00
183	7	8.194451856351193e+00	6.076476163651513e+00
183	8	7.687901084825278e+00	6.276465012819076e+00
183	9	7.841182046004453e+00	6.276465012819076e+00
183	10	8.041170895172016e+00	6.276465012819076e+00
183	11	8.194451856351192e+00	6.276465012819076e+00
183	12	7.687901084825280e+00	6.429745973998252e+00
183	13	7.841182046004453e+00	6.429745973998249e+00
183	14	8.041170895172016e+00	6.429745973998250e+00
183	15	8.194451856351192e+00	6.429745973998251e+00
184	0	8.276136378942926e+00	5.923195202472337e+00
184	1	8.429417340122100e+00	5.923195202472338e+00
184	2	8.629406189289666e+00	5.923195202472337e+00
184	3	8.782687150468838e+00	5.923195202472338e+00
184	4	8.276136378942924e+00	6.076476163651511e+00
184	5	8.429417340122100e+00	6.076476163651515e+00
184	6	8.629406189289664e+00	6.076476163651514e+00
184	7	8.782687150468838e+00	6.076476163651515e+00
184	8	8.276136378942924e+00	6.276465012819076e+00
184	9	8.429417340122100e+00	6.276465012819076e+00
184	10	8.629406189289666e+00	6.276465012819076e+00
184	11	8.782687150468838e+00	6.276465012819076e+00
184	12	8.276136378942928e+00	6.429745973998251e+00
184	13	8.429417340122097e+00	6.429745973998249e+00
184	14	8.629406189289666e+00	6.429745973998251e+00
184	15	8.782687150468840e+00	6.429745973998250e+00
185	0	8.864371673060575e+00	5.923195202472337e+00
185	1	9.017652634239747e+00	5.923195202472337e+00
185	2	9.217641483407315e+00	5.923195202472338e+00
185	3	9.370922444586487e+00	5.923195202472337e+00
185	4	8.864371673060575e+00	6.076476163651514e+00
185	5	9.017652634239749e+00	6.076476163651512e+00
185	6	9.217641483407309e+00	6.076476163651512e+00
185	7	9.370922444586487e+00	6.076476163651514e+00
185	8	8.864371673060571e+00	6.276465012819077e+00
185	9	9.017652634239750e+00	6.276465012819076e+00
185	10	9.217641483407315e+00	6.276465012819077e+00
185	11	9.370922444586485e+00	6.276465012819076e+00
185	12	8.864371673060571e+00	6.429745973998250e+00
185	13	9.017652634239750e+00	6.429745973998252e+00
185	14	9.217641483407313e+00	6.429745973998251e+00
185	15	9.370922444586487e+00	6.429745973998250e+00
186	0	9.452606967178223e+00	5.923195202472337e+00
186	1	9.605887928357395e+00	5.923195202472338e+00
186	2	9.805876777524960e+00	5.923195202472338e+00
186	3	9.959157738704134e+00	5.923195202472337e+00
186	4	9.452606967178220e+00	6.076476163651513e+00
186	5	9.605887928357395e+00	6.076476163651512e+00
186	6	9.805876777524960e+00	6.076476163651512e+00
186	7	9.959157738704130e+00	6.076476163651512e+00
186	8	9.452606967178221e+00	6.276465012819075e+00
186	9	9.605887928357394e+00	6.276465012819076e+00
186	10	9.805876777524960e+00	6.276465012819077e+00
186	11	9.959157738704132e+00	6.276465012819075e+00
186	12	9.452606967178221e+00	6.429745973998251e+00
186	13	9.605887928357395e+00	6.429745973998250e+00
186	14	9.805876777524958e+00	6.429745973998251e+00
186	15	9.959157738704134e+00	6.429745973998250e+00
187	0	4.084226129586689e-02	6.511430496589984e+00
187	1	1.941232224750423e-01	6.511430496589986e+00
187	2	3.941120716426048e-01	6.511430496589986e+00
187	3	5.473930328217803e-01	6.511430496589985e+00
187	4	4.084226129586690e-02	6.664711457769160e+00
187	5	1.941232224750423e-01	6.664711457769161e+00
187	6	3.941120716426048e-01	6.664711457769161e+00
187	7	5.473930328217802e-01	6.664711457769159e+00
187	8	4.084226129586689e-02	6.864700306936721e+00
187	9	1.941232224750423e-01	6.864700306936722e+00
187	10	3.941120716426048e-01	6.864700306936723e+00
187	11	5.473930328217801e-01	6.864700306936725e+00
187	12	4.084226129586688e-02	7.017981268115897e+00
187	13	1.941232224750423e-01	7.017981268115897e+00
187	14	3.941120716426048e-01	7.017981268115897e+00
187	15	5.473930328217802e-01	7.017981268115898e+00
188	0	6.290775554135141e-01	6.511430496589987e+00
188	1	7.823585165926894e-01	6.511430496589988e+00
188	2	9.823473657602522e-01	6.511430496589987e+00
188	3	1.135628326939427e+00	6.511430496589987e+00
188	4	6.290775554135141e-01	6.664711457769162e+00
188	5	7.823585165926896e-01	6.664711457769162e+00
188	6	9.823473657602522e-01	6.664711457769163e+00
188	7	1.135628326939428e+00	6.664711457769163e+00
188	8	6.290775554135140e-01	6.864700306936724e+00
188	9	7.823585165926895e-01	6.864700306936727e+00
188	10	9.823473657602519e-01	6.864700306936722e+00
188	11	1.135628326939427e+00	6.864700306936724e+00
188	12	6.290775554135141e-01	7.017981268115899e+00
188	13	7.823585165926894e-01	7.017981268115898e+00
188	14	9.823473657602521e-01	7.017981268115899e+00
188	15	1.135628326939427e+00	7.017981268115900e+00
189	0	1.217312849531161e+00	6.511430496589986e+00
189	1	1.370593810710337e+00	6.511430496589987e+00
189	2	1.570582659877899e+00	6.511430496589986e+00
189	3	1.723863621057075e+00	6.511430496589987e+00
189	4	1.217312849531161e+00	6.664711457769162e+00
189	5	1.370593810710337e+00	6.664711457769163e+00
189	6	1.570582659877899e+00	6.664711457769162e+00
189	7	1.723863621057075e+00	6.664711457769163e+00
189	8	1.217312849531161e+00	6.864700306936723e+00
189	9	1.370593810710337e+00	6.864700306936726e+00
189	10	1.570582659877900e+00	6.864700306936726e+00
189	11	1.723863621057075e+00	6.864700306936723e+00
189	12	1.217312849531161e+00	7.017981268115900e+00
189	13	1.370593810710336e+00	7.017981268115896e+00
189	14	1.570582659877900e+00	7.017981268115899e+00
189	15	1.723863621057075e+00	7.017981268115901e+00
190	0	1.805548143648808e+00	6.511430496589986e+00
190	1	1.958829104827984e+00	6.511430496589984e+00
190	2	2.158817953995547e+00	6.511430496589986e+00
190	3	2.312098915174722e+00	6.511430496589986e+00
190	4	1.805548143648808e+00	6.664711457769162e+00
190	5	1.958829104827984e+00	6.664711457769162e+00
190	6	2.158817953995547e+00	6.664711457769161e+00
190	7	2.312098915174722e+00	6.664711457769162e+00
190	8	1.805548143648808e+00	6.864700306936723e+00
190	9	1.958829104827984e+00	6.864700306936726e+00
190	10	2.158817953995547e+00	6.864700306936725e+00
190	11	2.312098915174721e+00	6.864700306936722e+00
190	12	1.805548143648809e+00	7.017981268115901e+00
190	13	1.958829104827984e+00	7.017981268115899e+00
190	14	2.158817953995547e+00	7.017981268115899e+00
190	15	2.312098915174722e+00	7.017981268115901e+00
191	0	2.393783437766456e+00	6.511430496589987e+00
191	1	2.547064398945632e+00	6.511430496589987e+00
191	2	2.747053248113193e+00	6.511430496589986e+00
191	3	2.900334209292369e+00	6.511430496589986e+00
191	4	2.393783437766456e+00	6.664711457769162e+00
191	5	2.547064398945631e+00	6.664711457769161e+00
191	6	2.747053248113194e+00	6.664711457769161e+00
191	7	2.900334209292370e+00	6.664711457769161e+00
191	8	2.393783437766456e+00	6.864700306936724e+00
191	9	2.547064398945632e+00	6.864700306936726e+00
191	10	2.747053248113194e+00	6.864700306936725e+00
191	11	2.900334209292369e+00	6.864700306936723e+00
191	12	2.393783437766456e+00	7.017981268115900e+00
191	13	2.547064398945630e+00	7.017981268115896e+00
191	14	2.747053248113194e+00	7.017981268115898e+00
191	15	2.900334209292369e+00	7.017981268115900e+00
192	0	2.982018731884103e+00	6.511430496589986e+00
192	1	3.135299693063278e+00	6.511430496589987e+00
192	2	3.335288542230841e+00	6.511430496589985e+00
192	3	3.488569503410016e+00	6.511430496589986e+00
192	4	2.982018731884104e+00	6.664711457769162e+00
192	5	3.135299693063279e+00	6.664711457769161e+00
192	6	3.335288542230841e+00	6.664711457769162e+00
192	7	3.488569503410016e+00	6.664711457769161e+00
192	8	2.982018731884103e+00	6.864700306936724e+00
192	9	3.135299693063279e+00	6.864700306936724e+00
192	10	3.335288542230841e+00	6.864700306936724e+00
192	11	3.488569503410015e+00	6.864700306936722e+00
192	12	2.982018731884103e+00	7.017981268115898e+00
192	13	3.135299693063278e+00	7.017981268115898e+00
192	14	3.335288542230840e+00	7.017981268115898e+00
192	15	3.488569503410017e+00	7.017981268115899e+00
193	0	3.570254026001749e+00	6.511430496589985e+00
193	1	3.723534987180924e+00	6.511430496589984e+00
193	2	3.923523836348488e+00	6.511430496589986e+00
193	3	4.076804797527663e+00	6.511430496589987e+00
193	4	3.570254026001749e+00	6.664711457769162e+00
193	5	3.723534987180925e+00	6.664711457769160e+00
193	6	3.923523836348487e+00	6.664711457769161e+00
193	7	4.076804797527662e+00	6.664711457769159e+00
193	8	3.570254026001749e+00	6.864700306936721e+00
193	9	3.723534987180924e+00	6.864700306936722e+00
193	10	3.923523836348488e+00	6.864700306936725e+00
193	11	4.076804797527663e+00	6.864700306936722e+00
193	12	3.570254026001749e+00	7.017981268115897e+00
193	13	3.723534987180924e+00	7.017981268115897e+00
193	14	3.923523836348487e+00	7.017981268115897e+00
193	15	4.076804797527663e+00	7.017981268115897e+00
194	0	4.158489320119397e+00	6.511430496589986e+00
194	1	4.311770281298573e+00	6.511430496589986e+00
194	2	4.511759130466135e+00	6.511430496589984e+00
194	3	4.665040091645310e+00	6.511430496589986e+00
194	4	4.158489320119398e+00	6.664711457769162e+00
194	5	4.311770281298572e+00	6.664711457769161e+00
194	6	4.511759130466135e+00	6.664711457769161e+00
194	7	4.665040091645311e+00	6.664711457769161e+00
194	8	4.158489320119397e+00	6.864700306936723e+00
194	9	4.311770281298572e+00	6.864700306936725e+00
194	10	4.511759130466135e+00	6.864700306936723e+00
194	11	4.665040091645312e+00	6.864700306936724e+00
194	12	4.158489320119398e+00	7.017981268115900e+00
194	13	4.311770281298572e+00	7.017981268115899e+00
194	14	4.511759130466134e+00	7.017981268115896e+00
194	15	4.665040091645312e+00	7.017981268115900e+00
195	0	4.746724614237045e+00	6.511430496589985e+00
195	1	4.900005575416219e+00	6.511430496589987e+00
195	2	5.099994424583781e+00	6.511430496589985e+00
195	3	5.253275385762957e+00	6.511430496589984e+00
195	4	4.746724614237045e+00	6.664711457769161e+00
195	5	4.900005575416221e+00	6.664711457769161e+00
195	6	5.099994424583782e+00	6.664711457769159e+00
195	7	5.253275385762958e+00	6.664711457769159e+00
195	8	4.746724614237045e+00	6.864700306936723e+00
195	9	4.900005575416219e+00	6.864700306936724e+00
195	10	5.099994424583781e+00	6.864700306936723e+00
195	11	5.253275385762959e+00	6.864700306936723e+00
195	12	4.746724614237045e+00	7.017981268115899e+00
195	13	4.900005575416218e+00	7.017981268115896e+00
195	14	5.099994424583782e+00	7.017981268115897e+00
195	15	5.253275385762958e+00	7.017981268115899e+00
196	0	5.334959908354691e+00	6.511430496589986e+00
196	1	5.488240869533867e+00	6.511430496589986e+00
196	2	5.688229718701428e+00	6.511430496589985e+00
196	3	5.841510679880603e+00	6.511430496589985e+00
196	4	5.334959908354690e+00	6.664711457769160e+00
196	5	5.488240869533866e+00	6.664711457769161e+00
196	6	5.688229718701427e+00	6.664711457769159e+00
196	7	5.841510679880604e+00	6.664711457769161e+00
196	8	5.334959908354692e+00	6.864700306936723e+00
196	9	5.488240869533866e+00	6.864700306936724e+00
196	10	5.688229718701429e+00	6.864700306936724e+00
196	11	5.841510679880606e+00	6.864700306936723e+00
196	12	5.334959908354691e+00	7.017981268115898e+00
196	13	5.488240869533866e+00	7.017981268115895e+00
196	14	5.688229718701429e+00	7.017981268115897e+00
196	15	5.841510679880606e+00	7.017981268115898e+00
197	0	5.923195202472337e+00	6.511430496589986e+00
197	1	6.076476163651514e+00	6.511430496589987e+00
197	2	6.276465012819076e+00	6.511430496589985e+00
197	3	6.429745973998251e+00	6.511430496589984e+00
197	4	5.923195202472338e+00	6.664711457769162e+00
197	5	6.076476163651515e+00	6.664711457769161e+00
197	6	6.276465012819076e+00	6.664711457769159e+00
197	7	6.429745973998251e+00	6.664711457769160e+00
197	8	5.923195202472338e+00	6.864700306936723e+00
197	9	6.076476163651514e+00	6.864700306936724e+00
197	10	6.276465012819076e+00	6.864700306936724e+00
197	11	6.429745973998252e+00	6.864700306936723e+00
197	12	5.923195202472337e+00	7.017981268115898e+00
197	13	6.076476163651511e+00	7.017981268115896e+00
197	14	6.276465012819075e+00	7.017981268115896e+00
197	15	6.429745973998251e+00	7.017981268115898e+00
198	0	6.511430496589986e+00	6.511430496589986e+00
198	1	6.664711457769160e+00	6.511430496589985e+00
198	2	6.864700306936723e+00	6.511430496589984e+00
198	3	7.017981268115898e+00	6.511430496589984e+00
198	4	6.511430496589985e+00	6.664711457769162e+00
