コントロールポイント番号	rf_x	rf_y
556	-2.114132276382950e-16	6.759967890941476e-16
557	-2.871367972855887e-16	1.662448338344415e-16
558	2.865783511104419e-16	4.406836741809573e-16
559	-4.103711412657193e-02	1.208927769251861e+00
560	5.110491280572893e-15	-1.381826050280335e-14
561	3.967763032002294e-15	1.710669948847020e-15
562	-1.337696465748005e-15	7.019551595982234e-15
563	-3.077246280450757e-15	-1.544973330928102e-15
564	2.344113422032257e-16	-1.643453766156917e-16
565	-1.472273744279340e-15	4.114198913553267e-15
566	-5.370227326743281e-16	-1.127953580050661e-15
567	-1.129281580060216e-15	-1.311872227512319e-15
568	-7.116350348313707e-16	5.601576979643535e-16
569	2.504301725034779e-15	2.990403965937641e-15
570	-2.180121399706853e-16	-2.490239168859563e-15
571	-1.111409531875417e-15	-1.753728732649482e-15
572	2.079956772948695e-15	1.179539755449644e-15
573	-1.144514422473881e-15	2.037119388379881e-16
574	-9.772172879280476e-16	-9.526903179776068e-16
575	2.454470579878823e-16	1.140845751087646e-15
576	-2.019298026100707e-16	6.529071262632238e-16
577	-2.779107820751969e-16	9.175083284709569e-16
578	-2.456175318471185e-16	2.862483788379272e-16
579	-2.085437027678791e-01	1.434170791878680e+00
580	-1.077340042596803e-14	-1.415598960360968e-14
581	6.769372242466224e-15	5.578987360676091e-15
582	1.369811786737987e-15	-1.765529713595565e-15
583	1.816681689328214e-15	-6.898966566789566e-16
584	5.109769776419496e-15	2.841823865200146e-15
585	1.672206733407696e-15	3.159938309763496e-15
586	-3.361787620720629e-15	-6.735927116041603e-15
587	-2.869645878153118e-15	-7.802229753750939e-15
588	1.415919300818353e-15	8.805999265855349e-16
589	2.663881301481825e-15	2.638653369788115e-15
590	-6.636998167975026e-16	-1.518778208893986e-15
591	-3.485413806318718e-16	-2.531226981921406e-16
592	1.703359639474344e-15	1.136498064197167e-15
593	-4.855615340295414e-16	8.209697380906115e-16
594	-1.156405011223637e-15	-1.161860405295792e-15
595	-2.578553989353705e-16	4.050741148088836e-16
596	-3.848180535165488e-16	6.015884906977458e-16
597	-1.629464279808291e-16	8.009518733818287e-17
598	-2.132765433715284e-16	3.361281373984832e-16
599	-3.507493978654004e-01	1.587219615825038e+00
600	-5.615903141322770e-15	4.891226595930581e-16
601	1.626215684289625e-15	4.253754601206547e-15
602	-1.285637572655572e-15	-6.897243718628655e-16
603	-2.597133997229755e-15	-2.459849661989976e-15
604	5.583970582580410e-15	1.197718102680250e-14
605	3.312063066265201e-15	4.850374244835132e-15
606	-3.273957506145156e-15	-1.100235790764026e-14
607	-4.443301658667791e-15	-5.569619050496306e-15
608	3.744665169317903e-15	5.227609177006467e-15
609	1.745618780540820e-15	5.308540438027667e-15
610	-2.497128660435361e-15	-4.637232856726937e-15
611	-2.269402555960432e-16	1.537379183213624e-15
612	7.299369540980574e-16	1.899116910958908e-15
613	-7.261496956693645e-16	-1.245031930892004e-16
614	-8.817206016327697e-16	-1.843745444890511e-15
615	9.158214772457510e-17	-5.031938603097386e-17
616	-2.290674624174012e-16	3.764457475315328e-16
617	-6.318018488872030e-16	-6.905645809319578e-16
618	-1.920795438664896e-16	-4.668844546474519e-16
619	-4.605673119901235e-01	1.525825020866765e+00
620	7.678091625761548e-15	2.295405587151654e-14
621	-1.305720522623288e-15	-7.659285145152488e-15
622	-2.950411686249701e-15	-4.059754776747653e-15
623	-3.668262563176657e-15	-1.033129160577353e-15
624	4.313278900902466e-15	7.931829877812371e-15
625	1.154291188184590e-15	7.142766651063619e-15
626	-3.478822471374329e-15	-1.107875992950765e-14
627	-1.741653325074306e-15	-1.441341045711722e-15
628	4.514726612208385e-15	1.223238010298908e-14
629	9.208406727179217e-17	2.720678891601447e-15
630	-2.955548556849404e-15	-7.591671993329466e-15
631	1.308040320872691e-15	3.754703118573647e-15
632	-1.004617732366036e-15	-2.023823651276571e-15
633	-3.657131362625171e-16	-1.018375416547437e-15
634	-6.037255616996072e-16	-2.686614585436551e-15
635	2.287042745005942e-16	2.693354578954183e-16
636	2.583774057365828e-16	7.545024689072844e-17
637	-3.320746612293978e-16	-5.194162423465882e-16
638	5.363073808835328e-17	-4.908877801858627e-16
639	-5.438391939205084e-01	1.295951997034664e+00
640	1.311935316577639e-15	-1.469698322891208e-14
641	2.886611372885903e-15	-1.085004190214710e-14
642	-8.580728055594645e-16	9.517052534015358e-16
643	-2.713022944447923e-15	-8.077644528253924e-16
644	2.107060680581708e-15	1.203463000560204e-14
645	7.027266325743711e-16	6.246497558366292e-15
646	-2.027406318264675e-16	-3.242439668503744e-15
647	-1.223906890930378e-15	5.563721616610725e-16
648	3.125015744724759e-15	1.068556706881871e-14
649	-4.115688154121868e-16	-4.577040931771497e-15
650	-9.687814839402968e-16	-1.756922339677721e-15
651	8.762454757874883e-16	6.302309467901010e-15
652	-2.226981001496199e-15	-3.722499481364357e-15
653	3.013300109812559e-16	-1.972956026750628e-15
654	5.711961307271296e-16	-2.039918489998729e-15
655	5.970012285204289e-16	-6.271192003387755e-16
656	2.964778449882507e-16	-8.681596481687465e-16
657	-3.261612859965991e-16	-1.052121069269128e-15
658	3.746214967468957e-17	-1.054945442729104e-15
659	-5.840016131236828e-01	1.111464027704807e+00
660	-1.128078304142539e-14	-2.193540160725351e-14
661	8.017944444082915e-15	1.522264904482321e-14
662	1.522098833956224e-15	1.831863035385369e-14
663	-3.289171055191418e-15	-2.514156952755697e-15
664	9.807678548283131e-16	-6.689896010107833e-15
665	-1.452766560408027e-15	-6.893442731793529e-15
666	2.899462713822564e-15	-2.369224493552284e-15
667	1.077231300399501e-15	2.880519219081464e-15
668	2.633207205810826e-15	6.390231885717652e-15
669	1.018836354568579e-17	-2.657445894890889e-15
670	1.300410862679019e-15	8.211784544715351e-15
671	1.138052079108189e-16	1.724848019683256e-15
672	-1.156158364369742e-15	-8.464874134744980e-15
673	2.762492719416468e-17	-2.624544262498813e-15
674	9.410512223261587e-16	2.608628865992716e-15
675	7.319657510351448e-16	6.749810249116385e-16
676	-6.535236593357307e-16	-2.147966147658475e-15
677	9.379067446515799e-17	-2.075091052980967e-15
678	-6.998397968451843e-18	-7.329930899171912e-16
679	-5.522980632398030e-01	1.087187277787712e+00
680	-1.021135862387748e-14	-2.426063328494741e-14
681	8.738359450421043e-15	2.362248938412970e-14
682	5.543797437059801e-15	2.166252063614362e-14
683	-5.852711786737638e-16	-6.389199231760730e-15
684	-1.039566679761723e-15	-1.144918190816884e-14
685	-9.185957184941256e-16	-4.554731089010499e-15
686	-9.121726036519964e-16	-1.438756079346915e-14
687	5.099627075311575e-15	1.786646091652688e-14
688	-1.108388097110161e-15	-1.581930668404973e-15
689	-9.225608849644125e-16	1.693373634731225e-15
690	3.447199723617823e-15	1.507144458889491e-14
691	-1.100509510727552e-15	-6.110839487611150e-15
692	1.794775762744197e-16	-7.208580525124136e-15
693	-5.495069178121813e-16	-5.519936229370734e-16
694	3.024630079176904e-16	-2.228090058636634e-16
695	3.535078588496287e-16	1.112278385976478e-15
696	4.881232185016186e-16	1.066887054563982e-16
697	-4.355260773302361e-17	-1.692663992115168e-15
698	-1.223625913185930e-16	-3.246481410456681e-16
699	-4.522570809325519e-01	1.100086358115035e+00
700	-1.743315020186121e-15	-1.079611352914566e-15
701	-2.597251701644651e-15	-1.185903866294744e-14
702	3.669502573813106e-15	2.324260069898831e-16
703	6.362815024406992e-15	-4.296728477103404e-15
704	3.569016332511944e-16	2.942823036908152e-16
705	1.215651364546484e-15	-4.746624650777134e-15
706	-3.066412198315614e-15	-6.681267858968812e-15
707	3.393143837131892e-16	6.854914897547588e-15
708	1.800438385618926e-15	3.944114040911498e-15
709	2.696514127135739e-16	7.448246872811921e-15
710	1.117701726774046e-15	6.394771928186304e-15
711	6.432351472755244e-16	-7.574765005391599e-15
712	-8.457645267895204e-17	-2.713875687733139e-15
713	3.823574707812506e-17	1.833202160839747e-15
714	-3.904159044270019e-16	-1.512120267376270e-15
715	-5.350709536968949e-17	-9.193798995184024e-16
716	5.012540919947997e-16	-4.135232682251007e-16
717	3.511860141553903e-17	-3.309889304271403e-16
718	-1.768979605946139e-16	-4.977060777739046e-16
719	-3.306679533322224e-01	1.023807933462530e+00
720	5.507260766419347e-15	1.663503829657188e-14
721	-4.166033162187831e-15	-3.683809557165566e-14
722	-1.974065110515939e-15	-1.787710107880938e-14
723	4.569542692408176e-15	1.102091086701078e-14
724	1.122659928694345e-15	5.920228342494449e-15
725	4.615072369206203e-16	1.724336587916039e-15
726	-2.866082778190258e-15	-4.713478815898341e-15
727	-2.683878912867180e-15	-5.403304591436681e-15
728	1.605331578330079e-15	1.282301966440280e-14
729	8.280157810225739e-16	1.649673156794322e-15
730	8.676530669870263e-16	-1.871422720107959e-15
731	-5.761572557680042e-16	-4.984784594171641e-15
732	-7.834640622561000e-16	4.573194504771083e-15
733	-7.631064473989636e-16	-1.373135317100875e-15
734	-3.627295247508221e-16	-2.030008100821009e-15
735	-4.027091149905644e-16	-1.250884503903684e-15
736	-5.096267834459812e-16	5.904998002891827e-16
737	-4.393152659848884e-16	-3.344230799279950e-16
738	-2.671607031297883e-16	-5.962454968740560e-16
739	-2.247883952763280e-01	8.839376845523779e-01
740	3.055473283859129e-15	8.465771585358696e-15
741	-1.538831392560563e-16	-1.700550229323907e-14
742	-3.731470387230211e-15	-1.268840150228551e-14
743	-9.310799101460262e-16	5.338955044348774e-15
744	2.576062886548936e-15	3.605139670926472e-15
745	4.738303506352444e-16	2.865323559392761e-16
746	1.190748055541472e-15	1.453165180399578e-15
747	-3.369062275300182e-15	-1.047997556089808e-14
748	-1.725498424018239e-15	1.430535641385579e-15
749	2.480616509585309e-15	3.977162752039395e-15
750	1.706418526702990e-15	-1.291248557539791e-15
751	-7.584563462233663e-17	3.764362815661159e-15
752	-9.925548090142550e-16	2.575219488646884e-15
753	1.907867904364253e-16	-2.872453054528159e-15
754	5.641342909008271e-16	9.413029522049175e-16
755	-3.213048110129880e-16	-2.222032639567833e-16
756	6.704885832104957e-17	1.431243287161787e-15
757	-5.761217410527476e-16	3.922348057312200e-16
758	-4.352258570899936e-16	-1.773043246510592e-16
759	-1.108744292344978e-01	6.002222852042951e-01
760	4.650517665171693e-16	-9.817051649854914e-15
761	-7.403637026176797e-16	-4.605335218810003e-15
762	-7.555640033324562e-16	-3.964222165035482e-16
763	-1.166766795045901e-15	2.147158867718991e-15
764	2.660002679920500e-16	1.321591081998152e-15
765	9.004404921610521e-17	5.515836415939600e-16
766	2.604866526056859e-16	5.825978462636493e-15
767	-2.190986428633266e-15	4.505106559587036e-16
768	-3.433553586706578e-15	-7.766507567017623e-15
769	4.406536971555584e-16	-2.179723393483317e-15
770	1.956553199231032e-16	3.764617122207526e-16
771	-3.834215734988268e-16	4.442880748226683e-15
772	1.177573406823094e-15	-9.133370286954194e-16
773	6.595880632727209e-16	-1.364085801828336e-15
774	-5.892796302647347e-16	-4.836157244009987e-16
775	-2.668402599779302e-17	1.287814533150004e-15
776	2.340244036562857e-16	7.035475379880022e-16
777	-2.600729961249604e-16	6.205363371585004e-18
778	1.252253509220758e-16	-7.865886761382335e-17
779	-4.449805538485007e-02	3.906059458747039e-01
780	1.449495199358947e-01	1.966088527050959e-15
781	2.593465443016699e-01	-1.917947210970414e-15
782	3.298928608457454e-01	-6.042994798745215e-16
783	3.534921249404055e-01	-1.553754812349671e-15
784	2.687342016627075e-01	-3.062960062496122e-15
785	2.048972896654266e-01	-3.790911125929055e-15
786	1.563283759713454e-01	3.081865983462626e-15
787	1.188950998914676e-01	9.173456055008555e-16
788	8.972346032586957e-02	-6.072783700111785e-15
789	6.673021221365666e-02	-2.426074679201523e-16
790	4.840050080766984e-02	2.837163462265501e-15
791	3.369425634080425e-02	-2.804159812783750e-16
792	2.185271283833987e-02	-3.050391959678330e-16
793	1.248044453516974e-02	2.139068020587346e-16
794	5.295280532288229e-03	-1.188619818259866e-15
795	4.392819351671198e-04	-9.544025657155696e-16
796	-1.873872250919324e-03	-1.676484931594950e-16
797	-1.891376238218832e-03	5.268900685759595e-16
798	-2.093397359618167e-03	-1.029992063861229e-16
799	-1.851317078039149e-02	2.134676645638009e-01
